,frequency
urlLink,1
The,1
Gospel,1
According,1
To,1
Darkness,1
Siberry,1
Jane,1
i,2
know,1
there,2
s,3
a,1
place,1
that,3
you,11
call,1
your,2
own,2
and,6
re,3
safe,1
warm,1
feel,2
like,1
home,1
the,4
peace,1
of,3
it,3
faith,1
involved,1
go,1
to,3
say,1
but,1
no,1
need,1
explain,1
still,1
try,1
then,1
see,2
okay,1
on,2
lookin,1
around,1
at,1
people,1
street,1
well,1
things,1
aren,1
t,1
what,1
they,1
seem,1
if,1
push,1
them,2
hard,1
enough,1
ll,1
find,1
most,1
do,1
not,1
worthy,1
love,1
now,1
how,1
did,1
this,1
come,1
be,1
