,frequency
Fort,1
Lauderdale,1
Not,1
ready,1
to,3
go,1
back,2
just,1
yet,2
the,10
stillness,1
outside,2
cool,1
air,2
a,2
smoke,1
on,2
patio,1
cats,1
asleep,1
peaceful,1
vibe,1
Dreaming,1
of,2
my,2
Virgo,1
man,1
who,1
has,1
not,1
shown,1
himself,1
me,1
Maybe,1
he,1
is,1
waiting,1
inside,1
coffeehouse,1
books,1
table,1
notepad,1
caputuring,1
spill,1
or,1
traveling,1
world,1
taking,1
notes,1
The,1
breeze,1
through,2
window,1
South,1
Florida,1
autumn,1
brings,1
first,1
clear,1
seasons,1
screen,1
Soft,1
cloth,1
glass,1
let,1
sun,1
shine,1
warm,1
this,1
room,1
Curtains,1
parrots,1
in,1
sky,1
another,1
cafe,1
con,1
leche,1
por,1
favor,1
