,frequency
urlLink,1
Grof,1
Transpersonal,1
Training,1
What,1
is,6
holotropic,1
breathwork,1
Holotropic,3
Breathwork,2
a,5
powerful,1
approach,1
to,6
self,1
exploration,1
and,12
healing,3
that,2
integrates,1
insights,1
from,2
modern,1
consciousness,2
research,1
anthropology,1
various,1
depth,1
psychologies,1
transpersonal,1
psychology,1
Eastern,1
spiritual,1
practices,1
mystical,1
traditions,1
of,7
the,16
world,1
The,4
name,1
means,2
literally,1
moving,2
toward,1
wholeness,1
Greek,1
holos,1
whole,1
trepein,1
in,6
direction,1
something,1
process,5
itself,1
uses,2
very,1
simple,1
it,1
combines,1
accelerated,1
breathing,1
with,1
evocative,1
music,2
special,1
set,2
setting,1
With,2
eyes,1
closed,1
lying,1
on,1
mat,1
each,2
person,2
their,1
own,1
breath,1
room,1
enter,1
non,1
ordinary,1
state,2
This,1
activates,1
natural,1
inner,2
individual,2
s,2
psyche,1
bringing,1
him,1
or,2
her,1
particular,2
internal,1
experiences,1
intelligence,1
guiding,1
quality,1
content,1
brought,1
forth,1
unique,1
for,2
time,1
place,1
While,1
recurring,1
themes,1
are,4
common,1
no,1
two,1
sessions,2
ever,1
alike,1
Additional,1
elements,1
include,1
focused,1
energy,1
release,1
work,2
mandala,1
drawing,1
usually,1
done,1
groups,2
although,1
also,1
possible,1
Within,1
people,1
pairs,1
alternate,1
roles,1
experiencer,1
sitter,2
role,1
simply,1
be,1
available,2
assist,1
breather,1
not,1
interfere,1
interrupt,1
same,1
true,1
trained,1
facilitators,1
who,1
as,1
helpers,1
if,1
necessary,1
