,frequency
Osho,1
Zen,1
Tarot,1
Patience,1
We,2
have,2
forgotten,2
how,1
to,14
wait,5
it,10
is,21
almost,2
an,2
abandoned,1
space,1
And,3
our,1
greatest,1
treasure,1
be,5
able,1
for,4
the,21
right,2
moment,2
The,3
whole,2
existence,1
waits,1
Even,1
trees,1
know,1
when,5
time,7
bring,1
flowers,1
and,8
let,1
go,1
of,6
all,3
leaves,2
stand,1
naked,1
against,1
sky,1
They,1
are,3
still,1
beautiful,1
in,5
that,5
nakedness,1
waiting,4
new,6
foliage,1
with,4
a,10
great,2
trust,1
old,1
has,3
gone,1
will,2
soon,1
coming,1
start,1
growing,3
we,1
want,1
everything,1
hurry,1
It,3
loss,1
humanity,1
In,1
silence,1
something,2
inside,1
you,2
goes,1
on,1
your,2
authentic,1
being,1
one,2
day,1
jumps,1
becomes,1
flame,1
personality,1
shattered,1
man,3
this,2
knows,4
what,1
ceremony,1
life,1
s,1
eternal,1
juices,1
There,1
times,1
only,2
thing,2
do,2
seed,1
been,1
planted,1
child,1
womb,1
oyster,1
coating,1
grain,1
sand,1
making,1
into,1
pearl,1
This,1
card,1
reminds,1
us,1
now,1
required,1
simply,2
alert,1
patient,2
woman,1
pictured,1
here,1
just,2
such,1
attitude,1
Contented,1
no,1
trace,1
anxiety,1
she,5
Through,1
phases,1
moon,2
passing,1
overhead,1
remains,1
so,1
tune,1
rhythms,1
become,1
She,1
passive,1
letting,1
nature,1
take,1
its,1
course,1
But,1
neither,1
sleepy,1
nor,1
indifferent,1
ready,1
momentous,1
full,1
mystery,1
like,1
hours,1
before,1
dawn,1
