,frequency
urlLink,1
Osho,2
Zen,2
Tarot,1
Moment,2
To,1
The,5
past,1
is,12
no,4
more,1
and,14
the,23
future,2
not,5
yet,1
both,1
are,2
unnecessarily,1
moving,1
in,10
directions,1
which,2
don,2
t,2
exist,3
One,1
used,1
to,15
but,3
longer,1
exists,1
one,2
has,4
even,2
started,1
only,3
right,2
person,1
who,3
lives,1
moment,3
whose,1
arrow,1
directed,1
always,1
here,3
now,4
wherever,1
he,2
his,3
whole,2
consciousness,1
being,1
involved,1
reality,2
of,5
That,1
s,1
direction,1
Only,2
such,1
a,5
man,4
can,5
enter,2
into,2
golden,3
gate,4
present,4
Here,1
And,2
you,6
be,4
if,3
ambitious,2
accomplishment,1
desire,1
achieve,1
power,1
money,1
prestige,1
enlightenment,1
because,1
all,2
ambition,1
leads,1
non,2
remain,1
A,1
wants,1
think,1
just,2
see,2
Experience,1
will,1
come,1
experience,1
premeditated,1
Great,1
Master,1
Ta,1
Hui,1
Chapter,1
37,1
Commentary,1
As,1
this,1
figure,1
moves,1
across,1
stones,1
steps,1
lightly,1
seriously,1
at,2
same,2
time,2
absolutely,1
balanced,1
alert,2
Behind,1
swirling,1
ever,1
changing,1
waters,1
we,1
shapes,1
buildings,1
there,1
appears,1
city,1
background,1
marketplace,1
outside,1
it,3
maintaining,1
balance,1
able,1
watch,1
from,2
above,1
This,1
card,1
challenges,1
us,1
move,1
away,1
our,1
preoccupations,1
with,1
other,2
spaces,1
times,1
stay,1
what,2
happening,1
Life,1
great,1
ocean,1
play,1
drop,1
your,4
judgments,1
preferences,1
attachment,1
details,1
long,1
term,1
plans,1
Be,1
available,1
comes,2
way,1
as,1
worry,1
stumble,1
or,1
fall,1
pick,1
yourself,2
up,1
dust,1
off,1
have,1
good,1
laugh,1
carry,1
on,1
