,frequency
urlLink,2
Be,1
My,1
Tongue,1
Cymothoa,1
exigua,1
a,5
crustacean,1
makes,2
its,3
home,2
inside,1
the,9
mouth,1
of,2
fish,2
It,2
itself,2
so,2
much,1
at,1
in,2
fact,1
that,3
it,3
actually,2
removes,1
than,1
takes,1
over,1
duties,1
host,4
s,2
tongue,3
The,2
parasite,2
does,2
not,1
bite,1
off,1
existing,1
however,1
suck,1
enough,1
blood,1
from,2
organ,1
shrivels,1
up,1
and,1
atrophies,1
then,1
employs,1
hooks,1
on,2
underside,1
to,4
attach,1
remaining,1
stub,1
Consequently,1
is,1
able,1
use,1
as,3
replacement,1
for,1
food,1
manipulation,1
allowing,1
eat,1
usual,1
C,1
exiqua,1
grabs,1
meal,1
particles,1
float,1
free,1
eats,1
Somebody,1
wrote,1
play,1
based,1
this,1
concept,1
There,1
are,1
many,1
interesting,1
things,1
life,1
How,1
could,1
anybody,1
ever,1
be,1
bored,1
