,frequency
HOW,1
DARK,1
This,4
dramatic,1
ending,1
was,1
courtesy,1
of,3
T,1
Mobile,1
Sixty,1
seconds,1
on,2
Bradley,1
s,1
phone,1
explained,1
nothing,1
I,9
am,5
a,2
greyhound,1
let,1
loose,1
after,1
the,10
rabbit,1
carting,1
your,1
newest,1
disciple,1
behind,1
me,2
Thoughts,1
this,5
and,10
who,2
spark,1
you,6
don,4
t,4
know,4
how,4
dark,4
my,13
cloud,4
is,9
Back,1
at,2
home,1
wondering,1
father,1
he,1
thinks,1
are,1
Pieces,1
fly,1
jig,1
saw,1
changes,1
shape,1
way,2
down,1
powerless,1
watching,1
story,1
play,1
out,1
in,2
not,4
feel,1
And,1
question,2
every,1
questioned,1
answers,1
that,1
sound,2
different,1
second,1
time,2
rewound,1
The,1
line,1
to,2
cut,1
words,2
can,1
only,1
get,1
into,1
trouble,1
later,1
or,1
sooner,1
if,1
send,1
them,1
half,1
whole,1
job,1
problem,1
passion,1
possession,1
lightning,1
Look,2
path,1
moon,1
reflected,1
pail,1
up,1
All,1
all,1
sorrows,1
have,1
already,1
been,1
taken,1
Go,1
ahead,1
choose,1
another,1
title,1
for,1
meaning,1
less,1
It,1
will,1
take,1
longer,1
explain,1
own,1
voice,1
2,1
55,1
AM,1
Friday,1
June,1
27,1
2003,1
