,frequency
urlLink,1
To,1
all,1
humans,1
If,1
you,7
wish,1
to,11
control,5
coincidences,5
in,4
your,7
own,3
life,2
on,3
the,6
planet,1
Earth,2
we,4
will,2
cooperate,1
and,3
determine,1
those,1
for,4
under,1
following,1
conditions,1
1,1
You,7
must,4
know,1
assume,1
simulate,1
our,3
existence,1
ECCO,2
2,1
be,2
willing,1
accept,1
responsibility,1
of,6
3,1
exert,1
best,2
capabilities,1
susrvival,1
programs,1
development,1
as,1
an,1
advancing,1
advanced,1
member,1
s,1
earthside,1
corps,1
controlled,1
coincidence,2
workers,1
are,4
expected,2
use,1
intelligence,1
this,2
service,1
4,1
expect,1
unexpected,1
every,4
minute,1
hour,1
day,1
night,1
5,1
able,1
maintain,1
conscious,1
thinking,1
reasoning,1
no,3
matter,2
what,2
events,2
arrange,1
happen,1
Some,1
these,1
seem,1
catachlysmic,1
catastrophic,1
overwhelming,1
remember,1
stay,1
aware,1
happens,2
apparently,1
6,1
training,1
program,1
there,1
is,2
escape,1
from,1
it,1
We,1
not,2
long,2
term,3
shorter,1
by,1
efforts,1
7,1
Your,1
major,1
mission,1
earth,1
discover,1
create,1
that,1
which,1
do,2
patterns,1
being,1
trained,1
job,1
