,frequency
urlLink,1
Where,1
the,4
stars,1
purr,1
MOSCOW,1
S,1
CAT,1
THEATER,1
By,1
Fred,1
Weir,1
and,3
Yasha,1
Ryzhak,1
Uncle,1
Yura,1
is,2
famous,1
among,1
Russian,1
children,1
as,1
man,1
with,1
120,1
of,2
most,2
amazing,1
cats,1
ever,1
They,1
jump,1
through,2
hoops,1
walk,1
tightropes,1
dance,1
to,1
music,1
balance,1
balls,1
on,1
their,2
noses,1
easily,1
find,1
way,1
complicated,1
mazes,1
The,1
world,1
s,1
only,1
cat,1
theater,1
located,1
in,2
a,1
small,1
ordinary,1
looking,1
building,1
downtown,1
Moscow,2
Started,1
25,1
years,1
ago,1
by,1
former,1
circus,1
clown,1
Yuri,1
Kuklachev,1
it,1
has,1
grown,1
into,1
one,1
popular,1
weekend,1
outings,1
for,1
kids,1
