,frequency
Black,1
New,1
Moon,6
Phase,1
This,2
is,5
a,4
3,1
day,1
period,1
where,1
the,5
hidden,1
from,2
view,1
At,1
this,2
point,1
Sun,1
energizing,1
preparing,1
for,2
Her,1
journey,1
once,1
again,1
A,1
time,1
self,1
reflection,1
and,3
meditation,1
so,1
new,1
awareness,1
can,1
take,2
seed,1
The,2
Crescent,1
rises,1
tomorrow,1
at,1
7,1
am,1
in,3
Fire,1
Leo,1
shoots,1
stage,1
of,2
moon,1
begins,1
monthly,1
cycle,1
with,1
charge,1
attitude,1
Avoid,1
drama,1
Mobilize,1
your,5
resources,1
assert,1
yourself,1
forward,1
direction,1
Impulsiveness,1
sets,1
project,1
motion,1
challenge,1
to,2
become,1
aware,1
resistance,1
intention,1
created,1
by,1
patterns,1
past,1
that,1
would,1
impede,1
progress,1
Sources,1
urlLink,3
Astro,1
Awareness,1
Oracle,1
Surfing,1
