,frequency
FINISHED,1
That,1
s,5
it,2
I,8
have,3
had,2
enough,1
of,4
trying,1
to,9
relate,1
change,2
the,11
world,1
myself,1
make,2
a,2
difference,1
dent,1
BOOM,6
Let,1
hope,1
explode,1
Fireworks,1
faith,1
There,1
nothing,4
left,1
wasted,1
my,5
life,1
living,1
someone,3
else,2
dream,1
expectations,1
should,2
be,2
burned,1
at,1
stake,1
for,5
treason,1
nailed,1
cross,1
thoughts,1
kept,1
inside,2
again,2
repressed,1
silent,1
useless,1
lonely,1
ugly,1
golden,1
bright,1
offer,2
universe,1
Time,1
is,2
running,1
through,2
fingers,1
and,4
don,1
t,1
answers,1
these,1
dubloons,1
are,1
melted,1
chocolate,1
stale,1
Easter,1
leftovers,1
am,2
going,1
hell,1
anyway,1
tempting,1
married,1
men,1
when,2
none,1
own,1
speaking,1
out,1
too,1
seldom,1
dragging,1
kindness,1
coals,1
like,2
but,1
down,1
while,1
wheels,1
spin,1
roar,1
plane,1
polite,1
way,1
passengers,1
ignore,1
eachother,1
even,1
screaming,1
written,1
4,1
27,1
