,frequency
urlLink,1
Yahoo,1
News,1
Key,1
Developments,1
in,12
the,13
War,1
Against,1
Iraq,4
19,1
minutes,4
ago,4
By,1
The,4
Associated,1
Press,1
Latest,1
news,1
US,1
diplomats,1
cleared,1
for,3
post,1
war,4
government,3
AFP,1
8,1
Iraqis,2
U,7
S,7
Hail,1
Crumbling,1
of,10
Regime,1
AP,1
9,1
Jubilant,2
Iraqi,2
Exiles,1
Storm,1
Embassy,1
London,1
Reuters,1
11,1
Special,1
Coverage,1
_,9
crowds,1
swarmed,1
into,2
Baghdad,5
streets,2
dancing,1
looting,1
and,9
cheering,1
convoys,1
a,7
Marine,1
armored,1
vehicle,1
toppled,1
40,1
foot,1
statue,2
Saddam,5
Hussein,3
some,1
men,1
dragged,1
head,1
through,1
President,2
s,4
is,3
no,2
longer,1
control,1
coalition,1
forces,2
have,3
secured,1
significant,1
parts,1
capital,2
officials,2
said,5
Wednesday,1
they,2
didn,1
t,1
know,1
if,1
had,1
escaped,1
bombing,1
that,4
targeted,1
him,1
his,1
sons,1
A,1
main,1
opposition,1
Kurdish,2
group,2
claimed,1
was,2
hiding,1
Tikrit,2
one,1
most,1
extraordinary,1
military,1
campaigns,1
ever,1
conducted,1
advance,1
troops,2
proves,1
early,1
criticism,1
plans,1
misguided,1
Vice,1
Dick,1
Cheney,1
foreign,1
ministers,1
Britain,1
France,1
downplaying,1
differences,1
preceded,1
United,2
Nations,2
must,1
role,1
country,1
reconstruction,1
but,2
gave,1
indication,1
agree,1
on,1
details,1
says,1
720,1
million,1
aid,1
now,1
bound,1
sees,1
need,1
2,2
billion,1
more,1
emergency,1
funds,1
led,1
pounded,1
desert,1
hometown,1
where,1
desperate,1
loyalists,1
were,1
making,1
last,1
stand,1
as,1
resistance,1
crumbled,1
special,1
operations,1
fighters,1
eliminated,1
crucial,1
air,1
defense,1
installation,1
near,1
held,1
city,1
Mosul,1
An,1
International,1
Red,1
Cross,1
employee,1
two,1
members,1
Doctors,1
Without,1
Borders,1
relief,1
vanished,1
organizations,1
