,frequency
urlLink,1
No,2
Shame,1
Blame,1
Creation,1
Story,1
by,1
Clare,1
Puskarczyk,1
In,1
the,19
beginning,1
there,7
was,12
an,1
entity,1
of,25
light,14
within,1
a,7
lovely,1
garden,2
which,1
also,1
made,3
A,1
single,1
being,2
with,7
many,2
aspects,1
living,2
in,10
peace,1
and,40
harmony,1
When,1
serpent,2
who,4
knew,1
well,2
matter,6
said,6
Birth,1
Death,1
Rebirth,1
The,2
quality,2
that,7
would,4
become,1
known,1
as,8
feminine,2
Why,1
Not,1
Exploration,1
process,1
masculine,3
energy,2
Structure,1
power,14
And,14
Be,1
aware,1
you,3
may,1
forget,1
what,2
really,1
are,1
She,1
We,1
ll,2
remember,2
she,2
to,15
I,1
remind,2
our,4
he,6
agreed,1
so,4
they,13
split,2
two,2
into,1
separate,1
beings,4
Universe,1
around,1
them,5
became,6
duality,1
forgot,1
everything,4
heavy,1
now,1
mattered,1
most,1
all,4
Gravity,1
grave,2
its,1
seriousness,1
death,1
suffered,1
ill,1
felt,1
lost,1
sometimes,1
almost,2
remembered,5
something,3
were,7
times,1
when,2
joy,1
but,5
always,1
longing,1
get,1
back,3
out,2
where,1
began,5
learn,1
how,1
use,1
thought,2
powerful,1
great,1
battle,1
Everyone,1
wanted,1
have,2
over,7
each,2
other,2
thoughts,3
feelings,2
structures,1
especially,1
because,1
their,6
focus,1
structure,3
took,2
things,3
apart,2
more,3
often,2
fear,7
loss,1
Structures,1
institutions,2
But,1
not,1
preoccupied,1
Instead,1
occupied,1
life,1
nature,2
babies,1
different,1
order,1
Sometimes,1
him,1
lose,1
his,2
if,1
remained,2
forgetful,1
for,3
this,2
held,1
her,1
own,2
natural,1
self,1
control,1
repression,1
Fear,1
kept,1
these,1
time,1
bound,1
distanced,1
from,1
inside,3
interior,2
while,1
Discovery,1
pulled,1
forward,2
until,1
large,1
small,1
pieces,1
didn,1
t,4
know,1
external,2
world,3
becoming,1
reflection,1
themselves,2
fragmented,2
selves,1
conflicts,1
unresolved,1
reflected,1
opposites,1
everywhere,1
Good,3
people,4
don,3
kill,1
we,3
must,3
war,2
weapons,2
keep,3
lie,1
deny,1
deceive,1
harm,1
argue,1
abuse,2
Yet,1
behind,1
still,3
those,6
differently,1
some,1
stood,1
heroes,1
strangely,1
enough,1
Finally,1
after,1
thousands,1
years,1
full,5
denial,1
deception,1
every,1
kind,1
had,3
contracted,1
far,1
it,2
could,1
go,1
little,1
sparks,1
flash,1
remembering,1
manifest,1
concern,1
environment,1
conflict,1
resolution,1
love,2
one,1
another,1
integration,1
wholeness,1
bringing,1
fragments,1
together,3
Now,1
individuals,1
creating,1
community,1
scientists,1
discovering,1
quantum,1
leaps,1
spiritual,1
psychology,1
learning,1
teaching,1
empowerment,1
lights,1
brighter,1
Soon,1
very,1
indeed,1
evil,1
meant,1
live,1
backwards,1
trust,1
vibrational,1
bring,1
everyone,1
been,1
Making,1
up,2
Even,1
seemed,1
take,1
sides,1
end,1
looked,2
at,3
saw,2
hidden,1
loved,1
lighten,1
soon,1
found,1
home,1
again,1
Back,1
