,frequency
Stepping,1
Westward,1
excerpt,1
What,1
is,5
green,1
in,4
me,1
darkens,1
muscadine,1
If,2
woman,2
inconstant,1
good,2
I,4
am,2
faithful,1
to,4
ebb,1
and,4
flow,1
fall,1
season,1
now,1
a,4
time,1
of,3
ripening,1
her,1
part,1
be,3
true,1
north,1
star,1
hold,1
steady,1
the,2
black,1
sky,1
vanish,1
by,1
day,1
yet,1
burn,1
there,1
blue,1
or,1
above,1
quilts,1
cloud,1
There,1
no,1
savor,1
more,2
sweet,1
salt,1
that,2
glad,1
what,1
who,1
myself,1
shadow,1
grows,1
longer,1
as,1
sun,1
moves,1
drawn,1
out,1
on,1
thread,1
wonder,1
Denise,1
Levertov,1
Poems,1
1960,1
1967,1
