,frequency
urlLink,1
Metropolis,1
Tokyo,1
FEATURE,1
Snail,1
s,3
pace,2
All,2
over,1
the,5
country,1
dissatisfaction,1
with,1
society,1
frazzled,1
is,3
leading,1
many,1
to,6
seek,1
out,1
alternative,1
and,5
often,1
slower,1
lifestyles,1
From,1
entire,1
cities,1
prefectures,1
declaring,1
themselves,1
against,1
Japanese,1
work,1
ethic,1
men,1
women,1
seeking,1
a,1
change,1
in,1
rhythms,1
of,2
their,2
daily,1
routines,1
Japan,2
questioning,1
its,1
tendency,1
overwork,1
undersleep,1
take,1
an,1
extreme,1
approach,1
everything,1
And,1
it,2
not,1
just,1
young,1
people,1
like,1
Watanabe,1
who,1
are,1
reconsidering,1
relationships,1
fellow,1
humans,1
food,1
environment,1
seems,1
heeding,1
call,1
go,1
Slow,1
