,frequency
What,1
ever,1
happened,1
to,13
Jubilados,8
I,1
really,1
wanted,1
work,1
there,2
someday,1
urlLink,1
starting,1
Permaculture,3
Designed,1
Community,2
and,8
Symposium,1
in,9
New,2
Mexico,2
is,8
a,13
Spanish,1
word,1
referring,1
those,1
who,1
having,1
shed,1
their,1
careers,1
are,1
joyous,1
non,2
profit,2
corporation,2
dedicated,3
promoting,1
that,2
joyful,1
way,1
of,6
being,2
the,9
elder,1
years,1
contemplative,2
practice,3
service,3
ecology,1
Our,1
educational,3
program,1
includes,1
symposia,2
focus,1
groups,2
study,1
As,1
an,4
extension,1
these,1
efforts,1
community,5
based,2
on,2
principles,2
developed,1
planned,1
The,6
will,9
be,6
open,2
anyone,1
with,2
spiritual,3
s,1
physical,2
structure,1
organized,1
according,1
allows,1
natural,1
systems,1
no,1
waste,1
all,1
resources,1
can,1
create,2
benefit,1
At,1
old,1
age,1
seen,1
not,1
as,3
end,1
point,1
but,1
rather,2
rededication,1
creative,1
expression,1
connection,1
Santa,1
Fe,1
site,2
provides,1
setting,1
conducive,1
close,1
medical,1
recreational,1
services,1
More,1
important,1
proximity,1
affords,1
opportunity,1
for,2
meaningful,1
many,1
settings,1
integrated,1
lifestyle,1
mutual,1
support,1
than,1
dependence,1
plant,1
constructed,1
traditional,1
village,1
design,1
clustered,2
buildings,1
allowing,1
greater,1
part,1
space,1
Common,1
areas,1
include,1
meditation,1
hall,1
communal,1
kitchen,2
dining,1
facilities,1
administrative,1
offices,1
There,1
also,1
library,1
theatre,1
gym,1
studios,1
Residences,1
consist,1
eight,1
bedroom,1
bathroom,1
suites,1
around,1
common,1
living,1
area,1
begin,1
construction,1
year,1
ready,1
receive,1
occupants,1
2002,1
