,frequency
The,1
application,1
of,5
synchronicity,1
is,8
based,1
on,1
the,8
strategy,1
that,3
looking,1
for,2
meaning,1
in,1
coincidental,1
events,1
more,1
pragmatic,1
than,1
striving,1
to,4
predict,1
things,1
according,1
notions,1
causality,1
surmised,1
from,1
statistical,1
records,1
Einstein,1
once,1
said,1
time,1
what,1
a,1
clock,1
measures,1
urlLink,1
A,1
question,1
layman,1
Recently,1
astronomers,1
have,1
found,1
not,2
only,2
universe,3
expanding,2
But,1
wait,1
There,1
no,1
outside,1
rate,2
expansion,1
accelerating,2
Now,1
if,1
we,2
choose,1
two,1
distant,1
galaxies,1
as,1
our,1
reference,2
length,1
then,1
matter,1
shrinking,1
with,1
respect,1
this,1
its,1
shrinkage,1
should,1
be,1
Whenever,1
an,3
object,1
accelerates,1
there,1
associated,1
force,1
Can,1
detect,1
locally,1
Have,1
you,1
ever,1
seen,1
apple,1
fall,1
earth,1
