,frequency
I,2
tried,1
taking,1
some,1
magnesium,1
for,2
my,1
annoying,1
eye,1
twitch,1
and,1
it,1
has,2
really,1
seemed,1
to,2
help,1
Quitting,1
smoking,1
seems,1
be,1
working,1
too,1
am,1
on,1
Day,1
Two,1
Woohooo,1
Thanks,1
urlLink,1
Commit,1
Since,1
5,1
10,3
2004,1
at,5
47,1
44,2
PM,1
Heather,1
not,5
smoked,5
Years,1
0,5
00,1
or,6
Months,1
06,2
Weeks,1
26,1
Days,1
1,2
85,1
Hours,1
52,1
Minutes,1
Seconds,1
160,1
305,1
Cigarettes,2
42,1
65,1
24,1
per,4
day,1
Packets,1
2,2
13,1
20,1
packet,2
Cartons,1
21,1
packets,1
carton,1
Money,1
Saved,2
6,1
29,1
95,1
Life,1
4h,1
58m,1
36s,1
length,1
of,1
234,1
61,1
Inches,1
Quit,1
Stats,1
v2,1
14,1
17,1
