,frequency
urlLink,1
BBC,2
NEWS,1
South,1
Asia,1
Sanskrit,22
struggles,1
to,14
survive,1
Monday,1
5,1
August,1
2002,1
12,1
51,2
GMT,1
13,1
UK,1
Students,1
say,2
offers,1
no,3
job,2
prospects,2
By,1
Sanjeev,1
Srivastava,1
correspondent,1
in,11
Bombay,2
One,1
of,16
the,21
oldest,2
languages,2
world,2
is,12
danger,1
becoming,1
extinct,1
India,2
country,3
its,2
origin,2
Although,1
most,4
Indian,1
still,1
use,1
basic,1
grammar,1
more,2
than,2
a,12
few,3
thousand,1
people,2
one,4
billion,1
can,4
claim,1
read,3
write,1
and,13
speak,1
it,5
fluently,1
What,1
was,3
once,2
language,6
elite,2
ancient,2
longer,1
enjoys,1
exalted,1
status,1
had,1
Poor,1
In,1
s,5
Bharatiya,1
Vidya,1
Bhavan,1
city,2
biggest,1
education,1
institutions,1
students,6
recite,1
shlokas,1
We,2
at,2
our,2
own,2
level,2
want,2
be,7
refined,2
cultured,2
better,2
person,2
this,4
here,3
we,4
need,2
scholar,1
Girish,2
Jani,3
Only,1
150,1
come,1
learn,3
very,3
small,1
number,1
if,1
you,1
compare,1
with,2
tens,1
thousands,1
who,2
go,1
out,2
every,1
day,1
schools,2
colleges,4
So,1
why,2
are,5
so,2
coming,1
The,3
school,2
principal,1
Narendra,1
Kumar,1
Singh,1
says,1
there,2
jobs,2
for,7
anyone,1
studying,1
Some,2
get,2
as,3
priests,1
At,1
they,2
become,1
teacher,1
their,3
salaries,1
also,1
meagre,1
other,2
opportunity,1
them,1
perform,1
religious,1
rituals,1
some,2
rich,1
he,1
added,1
Lacking,1
relevance,1
reason,1
losing,2
because,2
never,1
really,2
masses,1
It,1
used,1
correspondence,1
amongst,1
royalty,1
composing,1
classic,1
prose,1
poetry,1
There,2
opt,1
regarded,1
subject,1
which,2
high,1
grades,3
help,1
improve,2
overall,1
But,2
know,1
about,2
past,1
study,1
thought,1
believes,1
that,2
teaching,1
learning,1
complete,1
waste,1
time,1
resources,1
especially,1
publicly,1
funded,2
Critics,1
government,1
should,3
preparing,1
real,1
offer,1
only,1
vocational,1
employment,1
oriented,1
courses,1
However,1
scholars,1
like,2
rubbish,1
approach,1
Why,2
Shakespeare,1
Sartre,1
Are,1
connected,1
life,1
first,1
attempt,1
No,1
Scholars,1
Mr,1
do,1
have,1
point,1
logic,1
argument,1
being,1
cultural,1
refinement,1
sad,1
reality,1
fighting,1
battle,1
