,frequency
urlLink,2
Metagifted,1
Education,1
Resource,1
Organization,1
Introduction,1
to,11
Indigo,9
Children,4
What,1
s,2
an,4
Child,2
by,2
Wendy,1
H,1
Chapman,1
are,10
the,10
current,1
generation,1
being,1
born,7
today,1
and,13
most,1
of,7
those,1
who,5
8,1
years,4
old,3
or,9
younger,1
They,2
different,1
have,4
very,5
unique,2
characteristics,1
that,3
set,1
them,4
apart,1
from,1
previous,1
generations,1
children,3
The,2
name,1
itself,1
indicates,1
Life,1
Color,1
they,2
carry,1
in,8
their,5
auras,1
is,4
indicative,1
Third,1
Eye,1
Chakra,1
which,1
represents,1
intuition,1
psychic,1
ability,1
These,2
often,3
rebellious,1
authority,1
nonconformist,1
extremely,1
emotionally,1
sometimes,1
physically,1
sensitive,1
fragile,1
highly,1
talented,1
academically,1
gifted,2
metaphysically,1
as,2
well,1
usually,1
intuitive,1
labeled,1
ADD,1
either,1
empathic,1
compassionate,1
OR,1
cold,1
callous,1
wise,1
beyond,1
Does,2
this,4
sound,1
like,1
yourself,1
your,2
child,2
Indigos,2
come,2
into,1
world,1
with,1
difficult,2
challenges,1
overcome,1
Their,3
extreme,1
levels,1
sensitivity,1
hard,1
understand,1
appreciate,1
parents,1
don,1
t,3
share,1
trait,1
giftedness,1
unusual,1
such,2
high,2
numbers,2
nonconformity,1
systems,1
discipline,1
will,3
make,1
it,2
get,1
through,1
childhood,1
perhaps,2
even,2
adult,1
It,1
also,1
what,2
help,1
accomplish,1
big,1
goals,1
changing,1
educational,1
system,1
for,2
instance,1
Being,1
won,1
be,2
easy,1
any,1
but,3
foretells,1
a,4
mission,1
ones,2
raise,1
vibration,1
our,1
planet,1
primary,1
bring,1
us,1
enlightenment,1
ascend,1
There,1
good,1
chance,1
if,2
he,1
she,1
was,1
after,2
1992,2
About,1
85,1
higher,1
92,1
later,1
90,1
94,1
95,1
more,1
now,1
some,1
say,1
99,1
mean,1
you,3
aren,1
one,2
were,1
prior,1
No,1
I,2
ve,1
heard,1
reports,1
started,1
coming,2
80s,1
means,1
larger,1
believe,1
there,1
been,1
every,1
year,2
not,1
enough,1
percentages,1
notice,1
presence,1
see,1
makes,1
so,1
So,1
can,1
24,1
yr,1
50,1
Yes,1
NEXT,1
Is,1
Your,1
