,frequency
DIALOGUE,1
WITH,1
YOURSELF,1
Did,1
you,11
expect,1
to,6
find,1
me,3
here,3
in,2
this,1
location,1
starting,1
out,1
at,1
and,8
we,1
I,4
mean,1
being,1
feel,1
who,3
are,2
talking,2
is,6
from,1
behind,1
these,1
fingertips,1
ever,1
pressing,1
there,2
nothing,1
but,2
the,3
abyss,1
of,1
bytes,1
spewing,1
data,1
like,4
stars,1
universe,1
expanding,1
exploding,1
consciousness,1
batches,1
recorded,1
for,1
all,1
see,1
blindness,1
turning,1
away,1
what,2
visual,1
coming,1
screen,1
am,2
alive,1
with,2
as,2
much,1
will,1
let,1
be,1
brightness,1
illumination,1
signalling,1
a,1
race,1
finish,1
now,1
