,frequency
urlLink,1
I,1
Ching,1
com,1
Oracle,1
of,10
Changes,1
Limits,2
are,1
necessary,1
to,15
give,1
purpose,2
and,14
direction,2
life,4
Swimming,1
in,8
a,5
sea,1
boundless,2
opportunity,2
would,2
soon,2
lead,3
exhaustion,1
Winging,1
it,1
alone,1
sky,1
being,2
lost,1
In,1
human,1
affairs,1
the,7
making,1
choices,1
alliances,1
implies,1
limitation,2
for,3
choosing,1
one,3
path,2
another,1
must,2
be,5
abandoned,1
One,1
key,1
successful,1
is,3
select,2
your,3
limits,2
consciously,3
carefully,1
discriminating,1
setting,1
personal,2
boundaries,1
knowing,2
when,1
join,1
formation,1
Thrift,1
example,1
often,2
precedes,1
prosperity,1
just,1
as,1
letting,1
go,2
selfish,1
interests,1
leads,1
greater,1
reward,1
Only,1
by,1
accepting,1
useful,1
can,1
s,2
energy,2
channeled,1
good,1
lasting,1
accomplishment,1
Point,1
yourself,1
toward,1
middle,1
way,1
mean,1
between,2
discipline,3
freedom,1
spirit,1
will,1
come,1
their,1
own,2
accord,1
but,1
able,1
affiliations,1
that,2
how,1
fly,1
At,1
same,1
time,1
do,2
not,2
overboard,1
on,1
Even,1
limited,1
so,1
attempting,1
bring,1
order,1
into,1
you,1
choke,1
off,1
vital,1
sources,1
enthusiasm,1
spontaneity,1
Similarly,1
groups,1
organizations,1
rules,1
regulations,1
should,1
strike,1
balance,1
too,4
strict,2
soft,1
If,2
they,1
build,1
frustration,1
among,1
people,1
ultimately,1
become,1
destructive,1
lenient,1
sloppiness,1
becomes,1
acceptable,1
dissipated,1
The,1
best,1
which,1
allows,1
fulfillment,1
individual,1
potential,1
while,1
encouraging,1
self,1
focus,1
