,frequency
The,1
Winter,1
of,5
Listening,1
No,1
one,1
but,2
me,3
by,3
the,12
fire,1
my,2
hands,1
burning,1
red,1
in,7
palms,1
while,2
night,1
wind,1
carries,1
everything,5
away,1
outside,1
All,4
this,2
petty,1
worry,1
great,2
cloak,1
sky,1
grows,1
dark,1
and,5
intense,1
round,1
every,1
living,1
thing,1
What,3
is,6
precious,1
inside,1
us,2
does,2
not,3
care,1
to,10
be,4
known,1
mind,1
ways,1
that,2
diminish,1
its,2
presence,1
we,5
strive,1
for,2
perfection,1
what,4
turns,1
into,1
lit,1
angel,1
desire,1
disturbs,1
then,1
nourishes,1
has,3
need,2
hate,1
ourselves,2
cannot,1
know,1
true,1
pattern,1
explained,1
Inside,1
everyone,1
a,1
shout,1
joy,1
waiting,1
born,2
Even,1
with,1
summer,1
so,1
far,1
off,1
I,2
feel,1
it,1
grown,1
now,1
ready,1
arrive,1
world,1
those,4
years,3
listening,3
who,1
had,1
nothing,1
say,1
forgetting,2
how,3
own,2
voice,1
make,1
itself,1
heard,1
easily,1
you,1
can,1
belong,1
simply,1
And,1
slow,1
difficulty,1
remembering,1
from,1
an,1
opposite,1
miraculous,1
otherness,2
Silence,1
winter,2
led,1
So,1
let,1
enough,1
new,1
life,1
must,1
call,1
David,1
Whyte,1
