,frequency
urlLink,1
New,1
York,1
Post,1
Online,1
Edition,1
horoscope,1
Your,1
Horoscope,1
for,4
July,1
9,1
2004,1
IF,1
TODAY,1
IS,1
YOUR,1
BIRTHDAY,1
You,1
are,2
determined,1
to,4
push,1
yourself,4
well,1
beyond,1
your,2
normal,1
limits,2
this,1
year,1
and,2
no,1
doubt,1
you,4
will,1
succeed,1
at,1
whatever,1
decide,1
do,1
However,1
try,1
not,1
forget,1
that,2
those,1
there,1
a,2
purpose,1
while,2
it,1
is,1
good,1
test,1
every,1
once,1
in,1
if,1
keep,1
pushing,1
too,1
long,1
risk,1
depleting,1
reserves,1
of,1
energy,1
Save,1
the,1
tests,1
truly,1
matter,1
