,frequency
urlLink,1
Fast,1
forward,1
into,1
trouble,1
Four,1
years,1
ago,1
Bhutan,2
the,3
fabled,1
Himalayan,1
Shangri,1
la,1
became,1
last,1
nation,1
on,1
earth,1
to,1
introduce,1
television,1
Suddenly,1
a,2
culture,1
barely,1
changed,1
in,2
centuries,1
was,1
bombarded,1
by,1
46,1
cable,1
channels,1
And,1
all,1
too,1
soon,1
came,1
s,1
first,1
crime,1
wave,1
murder,1
fraud,1
drug,1
offences,1
Cathy,1
Scott,1
Clark,1
and,1
Adrian,1
Levy,1
report,1
from,1
country,1
crash,1
landing,1
21st,1
century,1
