,frequency
STAND,1
BY,1
Disillusioned,1
I,27
soar,1
a,13
bird,1
who,1
has,1
clipped,1
her,2
own,1
wings,1
finding,1
at,8
last,2
that,7
have,9
no,5
fire,1
to,15
offer,1
the,25
universe,2
it,3
was,2
yours,1
all,2
along,1
Alone,1
now,6
hide,1
with,4
my,24
gifts,1
unwrapped,1
bowless,1
as,2
if,4
cared,1
for,3
another,1
utopian,1
dream,1
direction,1
of,12
love,1
pointed,1
an,1
open,1
heart,1
by,2
mute,1
And,2
tears,2
could,5
turn,1
this,3
dry,1
earth,2
mud,1
and,26
soil,1
change,1
world,1
then,1
throw,1
me,4
flame,1
let,1
ashes,1
proof,1
clay,1
between,1
your,2
hands,1
am,4
nothing,1
one,3
liquid,1
poured,1
into,5
sieve,1
self,1
gone,1
What,1
good,1
is,4
desire,2
serve,1
when,3
only,1
cuts,1
divides,1
both,1
halves,1
There,1
are,1
pieces,1
will,6
leave,1
behind,2
here,1
leaving,1
dreams,1
unfulfilled,1
faith,2
in,5
myself,3
crushed,1
fist,1
rumpled,1
ball,1
tossed,1
so,1
much,2
other,1
rubbish,1
So,1
tell,1
you,6
voice,1
back,2
failed,1
faltered,1
gazed,1
mirror,1
reflected,1
none,2
what,1
seen,1
vision,1
pissed,1
balloons,1
cast,1
sea,1
whimper,1
moth,1
not,4
dragon,1
weak,1
withdrawn,1
retreat,1
cage,1
fingers,1
lock,1
door,2
without,2
key,1
end,1
come,2
remember,1
nights,1
sleep,1
weight,2
passion,1
pounding,1
belief,1
knocked,2
knew,2
peace,1
My,1
strong,2
inside,2
light,2
but,2
thought,1
orbits,1
like,6
stars,1
around,1
sun,1
moon,1
which,1
never,1
came,1
certainty,1
watched,1
picture,1
fade,1
any,1
time,1
even,3
stand,1
make,1
decision,1
be,2
again,1
bone,1
blood,1
feelings,1
magnets,1
hold,1
chair,1
more,1
true,1
move,2
Like,1
faucets,1
data,1
through,2
cables,1
divert,1
eyes,1
from,1
danger,1
God,1
s,1
house,1
or,3
salvation,1
rather,1
believing,1
failure,1
uncertain,1
success,1
may,1
resign,1
position,1
mood,1
director,1
relinquish,1
smile,1
strangers,1
mind,1
master,1
brandishing,1
whip,1
every,1
indescretion,1
indecisive,1
It,1
hangs,1
solar,1
plexus,1
indigestion,1
squandered,1
power,1
trusted,1
made,1
promises,1
can,1
keep,2
buried,1
toy,1
shovel,1
lost,2
place,1
way,1
spin,2
gather,1
speed,1
bursts,1
dull,1
explosions,1
average,1
ego,1
kicks,1
screams,1
echoing,1
down,1
well,2
forgive,1
nor,2
those,1
gardners,1
planting,1
hope,1
despair,1
Not,1
weeds,1
sprout,1
baked,1
desert,1
cracks,1
soul,1
Even,1
cactus,1
gave,1
up,2
on,2
rain,1
shriveled,1
stick,1
thorns,1
still,1
sharp,1
Nothing,1
guess,1
reality,1
unveiled,1
pathetic,1
escape,1
plans,1
scrawled,1
over,1
This,1
weakness,1
Look,1
man,1
curtain,1
gaze,1
upon,1
face,1
ask,1
help,1
hinderance,1
suckled,1
lies,1
foolish,1
needy,1
trusing,1
lips,1
nipple,1
dead,1
aspirations,1
bullshit,1
abilities,1
unable,1
together,1
hour,1
half,1
plane,1
ride,1
home,1
written,1
4,1
27,1
