,frequency
GO,1
ON,1
For,1
five,1
days,1
I,6
have,2
been,1
without,1
my,2
mirror,1
guess,1
if,1
this,4
shirt,1
looks,1
right,1
with,2
skirt,1
look,2
sideways,1
glancing,1
is,3
really,1
me,2
It,1
spring,1
at,2
the,9
piata,1
party,1
My,1
amnesia,1
has,2
lifted,1
from,1
time,1
was,1
hit,1
by,1
bat,1
am,1
looking,1
around,1
all,1
kids,1
Tonight,1
even,2
poet,1
asks,1
where,1
moon,1
and,2
in,2
Gemini,1
rational,1
Thoughts,1
stretch,1
out,1
sun,1
flip,1
Everyone,1
else,1
found,1
answers,1
but,1
spent,1
life,1
interviewing,1
wrong,1
person,1
