,frequency
SOMEPLACE,1
NEW,1
AGAIN,1
I,7
have,4
had,1
it,1
with,3
trolling,1
for,1
visions,1
The,2
fish,1
never,2
bite,1
and,9
feel,1
kind,1
of,5
funny,1
pulling,1
them,2
up,3
from,2
the,5
depths,1
considering,1
bends,1
all,2
Though,1
flashy,1
colors,1
neon,1
always,1
caught,1
my,2
fancy,1
realize,1
there,1
is,5
more,2
to,3
pretty,1
than,2
that,1
which,1
remains,1
when,1
eyes,1
are,1
closed,1
Life,2
everywhere,1
am,3
a,2
kaleidoscope,1
late,1
feeling,1
magic,1
dreams,1
cast,1
by,1
neighbors,1
happiness,1
found,1
in,2
simply,1
being,1
happy,1
After,1
freedom,1
isn,1
t,1
about,1
freeing,1
everyone,2
else,1
Let,2
find,2
his,2
own,2
cloud,1
monsters,1
try,1
break,1
power,1
will,2
alone,1
everybody,1
her,1
set,1
flannel,1
sheets,1
sleep,1
comfortably,1
at,2
night,1
We,2
ride,1
our,3
bikes,1
on,1
parallel,1
paths,1
no,2
just,2
few,1
inches,1
you,3
climb,1
mountains,1
same,1
weight,1
gravity,1
tugging,1
boots,1
idea,1
if,1
this,1
rope,1
hold,1
end,1
result,1
really,1
an,1
ending,1
but,1
begin,1
here,1
case,1
think,1
arrived,1
someplace,1
new,1
again,1
