,frequency
CLOSE,1
CORRESPONDENCE,1
Silence,1
starting,1
and,15
already,1
I,19
imagine,1
trips,1
to,9
the,10
mailbox,2
but,2
what,2
fuck,1
why,3
am,3
missing,1
something,2
here,3
that,4
has,1
kept,1
my,7
mouth,1
shut,1
tight,1
like,1
duct,1
tape,1
over,1
lips,1
against,1
a,2
terrorist,1
threat,1
Light,1
another,3
Smoke,1
Get,1
this,1
out,2
of,2
head,2
down,1
where,2
can,5
understand,1
nothing,3
better,2
than,1
big,1
talk,1
from,1
someone,1
else,1
while,2
sit,2
observe,1
perceive,1
whipped,1
into,1
submission,1
by,3
reflection,1
My,1
tawdry,1
alter,1
ego,1
no,3
show,1
readied,1
for,3
finale,1
as,1
failure,1
numbers,1
so,1
will,3
become,1
me,4
have,4
three,1
days,1
left,1
before,3
be,4
myself,2
again,1
nobody,1
there,1
on,2
other,1
side,1
hear,3
it,1
What,2
done,1
should,2
care,4
if,1
don,3
t,6
when,2
m,2
own,1
nurse,1
writing,1
prescriptions,1
Third,1
Bardo,1
For,1
all,1
promises,1
made,1
send,1
now,2
letters,1
come,1
do,1
you,3
just,3
stranger,1
or,2
reminder,1
heard,1
everything,1
probably,1
said,1
much,1
Is,1
jealousy,1
offer,1
breath,1
which,1
comes,1
natural,1
dissipate,1
every,1
energy,1
landing,1
Doubt,1
fear,1
shame,1
This,1
is,1
contribute,1
get,1
tits,1
looks,1
faded,1
at,1
5,1
years,1
old,1
lucky,1
cute,1
anymore,1
Responsible,1
dependable,1
Why,2
alone,2
shadows,1
play,1
across,1
walls,1
cast,1
not,2
your,1
voice,1
wonder,1
wait,1
coming,1
tell,1
truth,1
4,1
05,1
AM,1
Friday,1
June,1
27,1
2003,1
