,frequency
urlLink,1
The,1
Joys,1
of,3
Dryer,2
Lint,2
Clay,1
3,2
cups,2
lint,4
2,1
cold,1
water,2
1,1
cup,1
flour,2
drops,1
oil,1
cloves,1
or,4
wintergreen,1
flavoring,1
if,1
you,2
want,2
scented,1
clay,3
newspaper,2
saucepan,2
paint,2
glue,1
glitter,1
whatever,1
else,1
might,1
to,5
use,1
decorate,2
your,1
finished,1
project,1
In,1
the,2
soak,1
dryer,2
in,1
When,1
is,2
soaked,1
through,1
add,1
and,4
stir,1
until,2
smooth,1
Cook,1
mixture,2
over,2
low,1
heat,1
stirring,1
constantly,1
it,2
forms,1
peaks,1
holds,1
together,1
Pour,1
onto,1
several,1
layers,1
cool,1
completely,2
Use,1
like,3
modeling,1
press,1
into,1
a,3
mold,3
paper,2
cookie,1
Set,1
aside,1
where,1
won,1
t,1
be,2
disturbed,1
allow,1
dry,2
for,1
three,1
five,1
days,1
After,1
modeled,1
object,1
This,1
can,1
also,1
used,1
mache,1
placed,1
while,1
wet,1
form,1
balloon,1
