,frequency
urlLink,1
SAGITTARIUS,1
LUNAR,1
CYCLE,1
by,8
Claudia,1
www,1
moonsurfing,1
com,1
Nov,1
23,1
Dec,2
22,2
It,2
s,6
time,2
to,7
lighten,1
up,3
laugh,1
and,11
celebrate,1
life,2
Emotional,1
stumbling,1
blocks,1
outworn,2
beliefs,2
areas,1
calling,1
for,2
forgiveness,1
are,4
touched,1
powers,1
of,13
transformation,1
as,8
a,4
total,1
solar,1
eclipse,4
kicks,1
off,2
this,4
lunar,1
cycle,3
Winter,1
officially,1
begins,1
the,18
solstice,1
occurs,1
on,2
21st,1
underscoring,1
shift,1
towards,1
light,1
Following,1
deep,1
emotional,1
elimination,1
process,2
kicked,1
Harmonic,1
Concordance,1
set,2
ask,1
yourself,2
what,2
true,3
you,9
Expand,1
your,8
viewpoint,1
cultivate,1
generous,1
spirit,1
remember,1
that,5
truth,4
may,1
not,1
be,2
everyone,1
This,1
brings,1
new,4
opportunities,1
re,3
more,1
aware,1
place,1
in,1
wider,1
world,1
now,1
Allow,1
tell,1
story,1
possibilities,2
growth,1
fulfillment,1
Sagittarius,1
is,3
sign,1
risk,2
taking,1
expanding,1
horizons,1
Perhaps,1
relinquishment,1
yet,1
dearly,1
held,1
form,1
very,1
foundations,1
our,2
lives,1
biggest,1
all,1
Whatever,1
experienced,1
or,1
around,1
November,1
1984,1
well,1
May,2
21,1
1993,1
25,1
1994,1
provide,1
clues,1
being,2
energized,1
Along,1
with,2
broader,1
awareness,1
popped,1
can,1
come,1
into,2
greater,2
love,1
self,1
letting,1
go,1
intolerance,1
We,1
flexing,1
brand,1
muscles,1
perception,1
There,1
much,1
wisdom,1
gained,1
we,1
open,1
ideas,1
shifting,1
connecting,1
us,1
at,1
deepest,1
levels,1
souls,1
Remember,1
old,2
phrase,1
As,1
believe,2
so,1
it,1
done,1
unto,1
reclaim,1
power,1
reaffirming,1
who,1
really,1
Utilize,1
powerfully,1
expansive,1
energies,1
Jupiter,1
ruled,1
ignition,1
sparks,1
provided,1
New,1
Moon,1
Solar,1
Eclipse,1
complete,1
surrender,1
identity,1
higher,1
Self,1
Then,1
walk,1
move,1
toward,1
highest,1
goals,1
All,1
things,1
possible,1
if,1
