,frequency
Least,1
Complicated,1
Words,1
and,4
Music,1
Emily,1
Saliers,1
urlLink,1
Indigo,1
Girls,1
I,21
sit,2
two,1
stories,1
above,1
the,15
street,2
It,3
s,4
awful,1
quiet,1
here,1
since,1
love,2
fell,1
asleep,1
There,1
life,1
down,1
below,1
me,5
though,1
kids,1
are,2
walking,1
home,1
from,2
school,2
So,2
long,1
ago,1
when,2
we,1
were,1
taught,1
That,1
for,2
whatever,1
kind,3
of,5
puzzle,1
you,6
got,1
You,1
just,5
stick,1
right,1
formula,1
in,3
a,4
solution,1
every,1
fool,1
remember,2
time,3
came,2
so,2
close,2
to,10
Sent,1
skipping,1
my,1
class,1
running,1
And,5
bought,2
that,2
ring,2
cause,1
never,2
was,4
cool,1
What,3
makes,3
think,4
can,3
start,3
clean,3
slated,3
The,3
hardest,3
learn,4
least,3
complicated,3
up,1
house,1
resist,1
not,1
be,1
seen,1
until,1
cease,1
exist,1
A,1
conscientious,1
objection,1
dodging,1
draft,1
Boy,1
girl,1
holding,1
hands,1
don,1
t,2
want,1
but,1
ll,1
wait,1
more,1
than,1
eye,2
things,2
could,1
apply,1
with,1
let,1
everything,1
go,1
it,3
seemed,2
only,2
truth,1
thing,1
do,2
Oh,1
m,2
mirror,2
myself,1
All,1
next,1
fall,1
going,1
have,1
recall,1
isn,1
something,1
new,1
