,frequency
Due,1
to,4
pushing,1
the,4
wrong,1
button,1
on,1
my,2
recurring,1
payment,1
option,1
screen,1
at,2
bank,1
I,1
have,2
now,1
entered,1
ranks,1
of,1
uninsured,1
This,1
SUCKS,1
People,1
who,1
ve,1
always,1
had,2
group,1
health,3
insurance,3
are,1
completely,1
unprepared,1
when,1
they,4
re,2
forced,1
seek,1
coverage,2
in,2
this,1
individual,2
market,2
says,1
Pollitz,1
They,1
think,1
going,1
get,1
same,1
their,1
jobs,1
except,1
ll,1
just,1
pay,1
a,1
little,1
more,1
money,1
It,1
s,1
absolutely,1
not,1
like,1
that,1
all,1
The,1
is,1
unpredictable,1
inconsistent,1
and,1
expensive,1
