,frequency
urlLink,1
Atom,1
Experiment,1
Brings,1
Teleportation,1
a,4
Step,1
Closer,1
LONDON,1
Reuters,1
Physicists,1
in,3
Denmark,1
have,1
made,1
two,2
samples,1
of,5
trillions,1
atoms,1
interact,1
at,3
distance,2
an,2
experiment,1
which,1
may,1
bring,1
Star,1
Trek,1
style,1
teleportation,1
and,2
rapid,1
quantum,2
computing,1
closer,1
to,4
reality,1
Eugene,1
Polzik,1
his,1
colleagues,1
the,4
University,1
Aarhus,1
are,1
not,1
about,1
beam,1
anyone,1
up,1
Starship,1
Enterprise,1
but,1
their,1
research,1
reported,1
science,1
journal,1
Nature,1
on,1
Wednesday,1
makes,1
idea,1
instantly,1
transporting,1
object,1
from,1
one,1
place,1
another,1
less,1
far,1
fetched,1
It,1
involves,1
entanglement,1
mysterious,1
concept,1
entwining,1
or,1
more,1
particles,1
without,1
physical,1
contact,1
Albert,1
Einstein,1
once,1
described,1
it,1
as,1
spooky,1
action,1
