,frequency
WILLING,1
And,1
out,1
of,2
nowhere,1
and,4
everywhere,1
all,2
is,5
right,1
with,2
the,7
universe,1
you,3
are,1
back,2
I,6
am,4
green,1
haired,1
laughing,1
young,1
hanging,1
on,2
swimming,1
pool,1
ladder,1
catching,1
my,2
breath,1
as,1
yours,2
whispers,1
through,1
line,1
Every,1
moment,3
new,1
in,5
complexity,1
an,1
almost,1
no,1
understand,1
without,1
You,1
remind,1
me,1
so,1
much,1
every,2
word,1
how,1
yes,1
there,2
a,2
now,1
connection,1
we,1
experience,1
down,1
because,1
such,2
love,1
required,1
tenderness,1
that,1
know,1
from,1
for,1
everyone,1
your,1
gentle,1
stories,1
The,1
magic,1
convey,1
possible,1
singing,1
these,1
words,1
dancing,1
steps,1
painted,1
sidewalk,1
Take,1
arm,1
willing,1
