,frequency
urlLink,1
Inspirational,1
Quotations,1
About,1
Creativity,2
In,1
the,10
beginners,1
mind,3
there,3
are,4
many,1
possibilities,1
but,2
in,7
experts,1
few,1
Suzuki,1
Shunryu,1
Learning,1
is,14
movement,1
from,1
moment,2
to,10
Krishnamurti,1
J,1
The,7
silly,1
question,1
first,1
intimation,1
of,7
some,1
totally,1
new,3
development,1
Whitehead,1
Alfred,1
North,1
Nothing,1
encourages,1
creativity,1
like,2
chance,1
fall,1
flat,1
on,3
one,2
s,1
face,1
Finley,1
James,1
D,1
whole,1
life,3
lies,1
verb,1
seeing,1
De,1
Chardin,1
Teilhard,1
so,4
delicate,1
a,11
flower,1
that,3
praise,1
tends,1
make,1
it,7
bloom,1
while,1
discouragement,1
often,1
nips,1
at,1
bud,1
Osborn,1
Alex,1
t,1
takes,1
lot,1
time,2
be,4
genius,1
you,5
have,1
sit,1
around,2
much,1
doing,2
nothing,3
really,1
Stein,1
Gertrude,1
down,1
before,2
fact,1
as,2
little,1
child,1
prepared,2
give,1
up,1
every,1
conceived,1
notion,1
follow,1
humbly,1
wherever,1
and,5
whatever,1
abysses,1
nature,1
leads,1
or,1
will,4
learn,1
Huxley,1
Thomas,1
voyage,1
discovery,1
not,2
seeking,1
landscapes,1
having,1
eyes,1
Proust,1
Marcel,1
People,1
only,2
see,2
what,1
they,1
Emerson,2
Ralph,1
Waldo,1
man,1
who,1
has,4
no,3
inner,1
slave,1
his,1
surroundings,1
Amiel,1
henri,1
Frederic,1
Water,1
which,2
too,1
pure,1
fish,1
Ts,1
ai,1
Ken,1
T,1
an,1
Everywhere,1
I,3
go,3
find,1
poet,1
been,1
me,1
Freud,1
Sigmund,1
But,1
words,1
things,2
small,2
drop,1
ink,1
falling,1
dew,1
upon,1
thought,1
produces,1
makes,1
thousands,1
perhaps,1
millions,1
think,1
Lord,1
Byron,1
There,1
all,3
this,1
expression,1
unique,1
And,1
if,1
block,1
never,1
exist,1
through,1
any,1
other,1
medium,1
lost,1
Graham,1
Martha,1
Just,1
appetite,1
comes,1
by,3
eating,1
work,1
brings,1
inspiration,1
Stravinsky,1
Igor,1
What,1
nurture,1
creative,1
vision,1
necessary,1
turn,1
world,3
possibly,1
heading,1
toward,1
its,1
own,1
destruction,1
Music,1
Hollander,1
Lorin,1
Surrounded,1
right,1
sounds,1
we,1
can,1
invigorated,1
energized,1
balanced,1
Diamond,1
Dr,1
John,1
universe,1
full,1
magical,1
patiently,1
waiting,2
for,2
our,1
wits,1
grow,1
sharper,1
Eden,1
Phillpotts,1
capacity,1
delight,1
gift,1
paying,1
attention,1
Julia,1
Cameron,1
would,1
rather,1
live,2
where,1
my,2
surrounded,1
mystery,1
than,1
could,1
comprehend,1
Henry,1
Fosdick,1
A,1
good,1
traveler,1
fixed,1
plans,1
intent,1
arriving,1
Lao,1
Tzu,1
570,1
490,1
B,1
C,1
Wheresoever,1
with,1
your,1
heart,1
Confucius,1
Being,1
tightrope,1
living,1
everything,1
else,1
Karl,1
Great,1
Wallenda,1
