,frequency
urlLink,1
The,8
Rebel,3
People,1
are,4
afraid,2
very,2
much,1
of,9
those,1
who,4
know,1
themselves,1
They,1
have,1
a,7
certain,3
power,1
aura,1
and,10
magnetism,1
charisma,1
that,2
can,1
take,2
out,1
alive,1
young,1
people,1
from,3
the,16
traditional,1
imprisonment,1
enlightened,2
man,2
cannot,2
be,8
enslaved,1
is,13
difficulty,1
he,8
imprisoned,1
Every,1
genius,1
has,4
known,1
something,1
inner,1
bound,1
to,12
little,1
difficult,1
absorbed,1
going,1
an,3
upsetting,1
force,1
masses,1
don,1
t,1
want,1
disturbed,1
even,1
though,1
they,3
may,1
in,6
misery,3
but,2
accustomed,1
And,1
anybody,3
not,3
miserable,1
looks,1
like,1
stranger,2
greatest,1
world,1
does,1
seem,1
belong,1
No,1
organization,1
confines,1
him,1
no,3
community,1
society,2
nation,1
Osho,1
Zen,1
Manifesto,1
Freedom,1
Oneself,1
Chapter,1
9,1
Commentary,1
powerful,1
authoritative,1
figure,1
this,1
card,1
clearly,1
master,1
his,7
own,3
destiny,1
On,1
shoulder,1
emblem,1
sun,1
torch,1
holds,1
right,1
hand,1
symbolizes,1
light,1
hard,1
won,1
truth,2
Whether,1
wealthy,1
or,2
poor,1
really,1
emperor,1
because,3
broken,1
chains,1
s,1
repressive,1
conditioning,1
opinions,1
He,1
formed,1
himself,1
by,1
embracing,1
all,1
colors,1
rainbow,1
emerging,1
dark,1
formless,1
roots,1
unconscious,1
past,1
growing,1
wings,1
fly,1
into,1
sky,2
His,1
way,1
being,1
rebellious,1
fighting,1
against,1
anything,1
discovered,1
true,1
nature,1
determined,1
live,2
accordance,1
with,1
it,1
eagle,1
spirit,1
animal,1
messenger,1
between,1
earth,1
challenges,1
us,1
courageous,1
enough,1
responsibility,1
for,1
we,1
our,1
