,frequency
urlLink,2
LIBRA,1
LUNAR,1
CYCLE,1
Sept,1
25,1
Oct,1
24,1
2003,1
Fall,1
is,2
officially,1
here,1
and,13
the,7
waning,1
half,1
of,3
yearly,1
lunar,1
cycle,2
begins,1
After,1
perfecting,1
organizing,1
resources,1
you,6
developed,1
over,1
last,1
six,1
months,1
re,1
ready,1
to,6
share,1
your,6
creative,1
emotional,1
harvest,1
with,3
others,2
This,1
emphasizes,2
balance,3
in,3
all,1
areas,1
life,1
Adapt,1
health,1
regimen,1
seasonal,1
change,1
be,1
sure,1
include,1
relaxation,1
meditation,1
while,1
allocating,1
time,1
for,1
inward,1
outward,1
activities,1
Existing,1
relationships,1
social,1
interactions,1
new,1
partnerships,1
come,1
center,1
stage,1
First,1
strengthen,1
relationship,1
yourself,2
by,2
asking,1
Spirit,1
help,1
releasing,1
old,1
hurts,1
resentments,1
so,1
personal,1
wholeness,1
supported,1
Collaboration,1
compromise,1
provide,1
win,2
solutions,1
challenges,1
confronting,1
as,2
long,1
maintain,1
individual,1
sense,1
View,1
world,1
a,1
loving,1
heart,1
an,1
open,1
mind,1
remember,1
underlying,1
divine,1
spark,1
Libra,1
s,1
ruler,1
Venus,1
beauty,1
grace,1
harmony,1
peace,1
love,1
These,1
qualities,1
are,1
available,1
right,1
now,1
they,1
begin,1
within,1
Interpretation,1
Moonsurfing,1
com,1
