,frequency
BACK,1
AND,1
FORTH,1
There,1
have,1
been,1
truths,1
told,1
and,8
promises,1
broken,1
over,3
again,2
like,2
time,6
passes,1
through,1
street,1
corners,1
summer,1
has,4
neglected,1
passed,1
her,4
judgment,1
on,5
before,4
songs,1
stop,1
the,21
conversations,1
going,1
nowhere,1
The,3
middle,1
path,1
is,5
a,1
reminder,1
echoes,1
fly,1
hawks,1
high,1
above,1
La,1
Ventana,1
calling,1
me,1
home,1
as,2
marked,1
in,6
different,1
countries,1
Over,1
everything,1
nothing,2
no,1
blame,1
comes,1
farewells,1
are,1
predicted,1
tea,1
leaves,1
strained,1
voice,1
of,3
someone,1
knowing,2
there,1
so,1
something,1
peach,1
tree,1
orchard,1
lost,1
virginities,1
misled,1
suitors,1
looking,1
for,3
magic,1
rabbits,1
dead,1
hat,1
next,1
song,1
starts,1
speaker,1
phone,1
she,3
beyond,1
understanding,1
his,1
control,3
or,7
drummer,1
boy,1
playing,1
background,1
without,2
frankincense,1
louder,1
still,1
to,2
drown,1
out,2
fingers,1
stretching,1
across,1
He,1
asks,1
if,2
found,1
enlightenment,1
yet,1
knows,1
what,1
love,1
In,1
this,3
state,1
that,3
with,3
glances,1
smiles,1
at,1
men,1
chests,1
pressed,1
owl,1
came,1
patio,1
looked,1
eyes,1
truth,1
matter,1
was,3
examined,1
we,1
heard,1
same,1
music,1
first,2
pretending,1
it,2
not,4
second,1
happened,2
air,1
neck,1
ceiling,1
fan,2
floor,1
wind,1
calls,1
from,1
canyons,1
Farmington,1
secrets,1
giving,1
yourself,1
completely,1
enough,1
until,1
end,1
