,frequency
urlLink,1
Robert,2
E,2
Wilkinson,2
s,13
The,35
Quantum,10
Brahman,7
In,18
their,6
search,3
to,81
explain,2
the,315
mechanics,1
of,197
creation,7
world,12
leading,2
theoretical,2
physicists,4
have,10
determined,2
that,54
there,5
are,14
four,4
fields,5
force,13
in,72
universe,19
Scientists,3
been,5
able,7
reduce,1
and,101
classify,1
these,11
categories,2
according,2
strength,1
they,16
carry,1
particles,3
with,17
which,57
interact,2
first,6
is,75
Gravitational,1
Force,4
It,13
weakest,2
forces,5
has,11
two,4
special,1
properties,1
it,37
act,2
over,5
large,3
distances,3
always,2
an,29
attractive,1
gravitational,2
present,1
bodies,1
such,2
as,35
Sun,3
Moon,1
Planets,1
second,2
category,3
Electromagnetic,1
operates,2
short,1
interacts,1
electrically,1
charged,2
While,3
much,2
stronger,1
than,4
this,38
on,6
very,3
small,2
scale,1
atoms,1
molecules,1
possess,1
kinds,1
electrical,1
charges,1
positive,1
negative,1
tend,1
attract,1
or,38
repel,1
one,7
another,1
third,1
called,6
Weak,1
Nuclear,2
responsible,1
for,22
radioactivity,1
found,1
many,1
nuclear,4
decay,1
processes,1
involve,1
neutrinos,1
1979,1
scientists,3
were,4
develop,1
a,76
theory,2
successfully,1
unified,2
weak,3
electromagnetic,1
had,6
earlier,1
unify,1
electricity,1
magnetism,1
now,6
Electro,1
fourth,1
Strong,1
binds,1
together,3
into,10
combinations,1
Matter,5
mostly,1
made,2
up,2
protons,2
neutrons,2
turn,1
quarks,2
strong,2
holds,1
proton,1
neutron,1
hold,5
nucleus,1
atom,1
account,1
dynamics,5
matter,9
do,1
not,12
appear,1
each,2
other,1
manner,3
sufficient,1
suggest,2
single,1
field,8
could,8
natural,1
ordering,2
This,6
problem,2
forced,2
continue,1
yet,2
unidentified,1
5th,5
nature,2
hope,1
will,2
provide,1
basis,4
long,2
sought,1
unification,2
Their,2
mysterious,2
led,3
them,3
speculate,1
about,3
sub,2
quantum,4
reality,10
described,1
by,18
ancient,8
sages,7
Luminiferous,2
Ether,2
was,19
believed,2
be,14
invisible,2
medium,3
would,4
fill,1
all,13
space,4
convey,1
extremely,2
subtle,3
effects,2
To,1
science,13
metaphysical,4
possibility,2
considered,2
viable,1
because,9
convinced,1
etheric,2
played,1
any,4
significant,1
role,2
physical,10
interactions,1
But,3
upon,3
closer,1
investigation,1
come,1
believe,2
Etheric,3
may,7
key,7
elusive,1
Leading,1
theoreticians,1
conclude,1
capable,1
being,5
ground,3
state,9
free,1
well,3
gravitation,2
Since,4
resembles,1
empty,1
appropriately,1
named,1
Vacuum,9
However,2
following,1
more,4
recent,1
discoveries,3
revise,1
notion,1
void,2
favor,3
new,14
theories,4
highly,3
cosmic,3
energy,15
filled,1
