,frequency
urlLink,1
Energy,1
Efficiency,1
Environmental,1
News,1
Lighting,1
There,1
are,2
many,1
cost,1
effective,1
strategies,1
and,6
technologies,1
available,1
for,3
slashing,1
lighting,1
energy,2
use,2
As,1
Barney,1
Capehart,1
says,1
If,1
everyone,1
went,1
to,2
the,5
store,1
today,1
bought,1
high,1
efficiency,1
products,1
or,2
devices,1
their,1
homes,1
offices,1
factories,1
Florida,1
could,1
cut,1
its,1
in,1
half,1
Daylighting,1
through,1
skylights,1
windows,1
can,2
be,2
economical,1
Only,1
indirect,1
light,3
generates,1
less,3
heat,3
than,1
electric,1
lamps,4
Skylights,1
modified,1
with,1
white,1
paint,1
lenses,1
reflective,1
film,1
reduce,1
solar,1
gain,1
Incandescent,1
most,2
widely,1
used,1
least,1
efficient,2
Low,1
pressure,1
sodium,1
vapor,1
one,1
of,1
sources,1
uses,1
9,1
times,2
electricity,1
same,1
brightness,1
produce,1
lasts,1
18,1
as,2
long,1
incandescent,1
Sodium,1
lamp,1
however,1
does,1
not,1
render,1
color,1
naturally,1
