,frequency
urlLink,1
Beautiful,1
Christina,1
Aguilera,1
Don,1
t,10
look,1
at,1
me,6
Everyday,1
is,2
so,2
wonderful,1
Then,1
suddenly,1
It,1
s,1
hard,2
to,2
breathe,1
Now,1
and,1
then,1
I,4
get,1
insecure,1
From,1
all,3
the,7
pain,1
m,1
ashamed,1
am,2
beautiful,7
No,5
matter,5
what,5
they,3
say,4
Words,2
can,5
bring,9
down,9
In,3
every,3
single,3
way,4
Yes,4
words,4
So,4
don,3
you,6
today,3
To,1
your,2
friends,1
You,2
re,2
delirious,1
consumed,1
doom,1
Trying,1
fill,1
emptiness,1
The,2
pieces,1
gone,1
Left,1
puzzle,1
undone,1
Is,1
that,1
it,1
are,4
Cause,2
we,5
do,1
We,2
song,1
inside,1
tune,1
Full,1
of,1
mistakes,1
And,2
everywhere,1
go,1
sun,1
will,1
always,1
shine,1
tomorrow,1
might,1
awake,1
on,1
other,1
side,1
won,1
us,2
no,1
in,1
