,frequency
Cancer,2
Horoscope,1
Your,1
skin,2
may,1
not,2
be,1
able,1
to,10
contain,1
you,7
now,2
as,3
it,3
feels,1
like,1
are,1
ready,2
shed,1
whatever,1
is,1
holding,1
back,2
As,1
a,3
snake,1
outgrows,1
its,1
too,1
have,2
moved,1
beyond,1
the,8
teachers,1
and,2
authorities,1
that,1
brought,1
this,1
far,1
But,1
re,1
going,1
escape,1
without,1
first,2
finishing,1
what,1
ve,1
started,1
urlLink,1
General,1
Daily,1
Overview,1
The,1
Moon,2
enters,1
Aries,2
sign,1
of,2
zodiac,1
at,1
6,1
02,1
am,1
EDT,1
thus,1
beginning,1
cycle,1
anew,1
does,1
every,1
month,1
We,2
feel,2
need,1
initiate,1
action,2
act,1
on,2
new,2
feelings,2
tackle,1
project,1
in,4
general,1
jump,1
circumstances,1
before,1
we,2
know,1
consequences,1
Additionally,1
forms,1
tense,1
square,1
with,2
Mars,1
making,1
us,1
struggle,1
question,1
versus,1
inaction,1
express,1
our,2
yet,1
tend,1
hold,1
something,1
if,1
survival,1
depended,1
