,frequency
Human,1
Rights,1
Dutch,1
civil,1
servants,1
wed,1
nearly,1
2,2
000,1
same,3
sex,2
couples,3
during,1
the,7
first,2
six,1
months,1
after,1
gay,3
marriages,1
were,1
legalized,1
in,1
2001,1
a,1
government,1
agency,1
said,2
Wednesday,1
The,2
marriage,1
law,1
that,1
took,1
effect,1
April,1
1,2
made,1
Netherlands,1
country,1
to,2
grant,1
rights,1
as,1
heterosexual,1
including,1
right,1
adopt,1
children,1
Central,1
Bureau,1
of,2
Statistics,1
100,1
men,1
and,1
700,1
women,1
had,1
married,1
someone,1
by,1
September,1
30,1
What,1
have,1
you,1
done,1
for,1
world,1
today,1
http,1
www,1
worldcampaign,1
net,1
activate,1
htm,1
