,frequency
Here,1
s,1
what,1
the,11
doctor,1
says,1
I,1
have,1
ACUTE,1
BRONCHITIS,1
Bronchitis,1
is,1
an,1
inflammation,2
of,5
bronchial,2
tubes,1
or,3
bronchi,1
air,2
passages,2
that,1
extend,1
from,1
windpipe,1
into,1
lungs,1
The,1
may,2
be,1
caused,1
by,2
a,3
virus,1
bacteria,1
smoking,1
inhalation,1
chemical,1
pollutants,2
dust,1
When,1
cells,1
lining,1
tissue,1
are,1
irritated,1
beyond,1
certain,1
point,1
tiny,1
hairs,1
cilia,1
within,1
them,1
which,2
normally,1
trap,1
and,3
eliminate,1
stop,1
functioning,1
Consequently,1
become,1
clogged,1
debris,1
irritation,1
increases,1
In,1
response,1
heavy,1
secretion,1
mucus,1
develops,1
causes,1
characteristic,1
cough,1
bronchitis,2
Acute,1
usually,1
lasts,1
about,1
10,1
days,1
Severe,1
cases,1
also,1
cause,1
general,1
malaise,1
chest,1
pain,1
