,frequency
CLUES,1
AND,1
ILLUSIONS,1
At,1
this,3
point,1
it,4
doesn,1
t,3
really,1
matter,1
what,2
I,8
say,1
to,8
sound,1
coming,1
off,1
like,2
a,6
nothing,2
something,3
maybe,1
more,2
or,4
less,2
not,3
These,1
images,1
flash,1
and,7
am,1
unsure,1
again,1
of,4
who,1
was,3
when,1
be,1
found,1
close,1
home,1
without,1
conscience,1
carved,1
in,5
honest,1
mistakes,1
Best,1
wait,1
for,1
resembling,1
silence,1
take,1
the,7
place,2
feeling,1
out,4
pointed,1
at,2
No,1
competition,1
is,4
worth,1
having,1
We,1
were,1
meaning,1
even,2
can,3
understand,1
song,1
going,1
through,1
your,2
head,1
that,2
won,1
quit,1
singing,1
someone,2
else,2
only,2
makes,2
worse,1
A,1
spotlight,1
on,2
stage,1
behind,1
walls,1
same,1
Burn,1
light,1
by,2
leaving,1
too,4
long,1
shadow,1
crevasse,1
into,1
camouflage,1
It,2
no,1
difference,1
Words,1
must,1
come,2
somewhere,1
after,1
all,3
targets,1
are,1
slow,1
To,1
know,1
oneself,1
as,1
monster,1
angel,1
containing,1
equal,1
parts,1
poorly,1
bargained,1
balance,1
Deny,1
Keep,2
yourself,1
hands,1
car,1
times,1
Rhetoric,1
righteousness,1
from,2
shaky,1
foundation,1
roughness,1
sand,1
castles,1
What,1
could,1
you,5
have,1
been,2
if,2
had,1
just,1
d,1
known,1
then,1
Who,1
do,1
expect,1
forgive,1
forget,1
truth,1
much,2
comes,1
wash,1
said,1
helping,1
now,1
ways,2
see,2
