,frequency
Nicotine,3
is,2
the,4
addicting,3
chemical,1
in,1
all,1
forms,1
of,2
tobacco,1
It,2
a,4
very,2
powerful,1
and,2
dangerous,1
drug,1
small,1
child,1
can,4
die,1
from,1
eating,1
just,1
two,1
cigarettes,1
causes,1
release,1
brain,1
chemicals,1
which,1
give,1
high,1
similar,1
to,4
other,1
drugs,1
may,1
be,3
as,2
heroin,1
The,1
body,1
goes,1
through,1
physical,1
withdrawal,2
when,1
nicotine,4
level,1
drops,1
causing,1
fit,1
unpleasant,1
many,1
smokers,3
find,1
it,1
difficult,1
quit,1
due,1
addiction,1
Withdrawal,1
symptoms,2
include,1
anxiety,1
irritability,1
poor,1
concentration,1
restlessness,1
craving,1
stomach,1
problems,1
headaches,1
drowsiness,1
These,1
must,1
addressed,1
for,1
most,1
successfully,1
become,1
non,1
