,frequency
urlLink,1
Giant,1
blob,1
baffles,1
marine,3
scientists,2
The,2
12,1
metre,1
wide,1
remains,1
of,3
a,9
sea,1
creature,1
found,1
by,1
the,2
Chilean,1
navy,1
are,1
puzzling,1
who,2
think,1
it,6
may,1
be,2
new,2
species,2
specimen,2
was,2
at,1
first,1
taken,1
for,2
beached,1
whale,1
when,1
washed,1
up,1
week,1
ago,1
but,1
experts,1
have,2
seen,2
say,1
appears,1
not,1
to,1
backbone,1
We,2
d,1
never,1
before,1
such,1
strange,1
don,1
t,1
know,1
if,1
might,1
giant,1
squid,1
that,1
is,1
missing,1
some,1
its,1
parts,1
or,1
maybe,1
s,1
Elsa,1
Cabrera,1
biologist,1
and,1
director,1
Centre,1
Cetacean,1
Conservation,1
in,1
Santiago,1
told,1
Reuters,1
news,1
agency,1
