,frequency
Nicotine,2
is,3
a,3
Bitch,1
Goddess,1
Half,1
crazed,1
I,7
plunder,1
my,2
home,1
in,1
search,1
of,2
lighter,1
settle,1
on,1
the,1
stove,1
am,1
smoking,3
inside,1
again,1
It,1
s,2
all,1
those,1
damn,1
hotel,1
stays,1
room,1
king,1
sized,1
bed,2
and,5
me,1
alone,1
wretched,1
pathetic,1
covers,1
pulled,1
awry,1
feet,1
hanging,1
out,1
thinking,1
about,2
fires,1
bitch,1
goddess,1
Ok,1
so,1
it,3
true,1
did,1
start,1
to,3
look,1
cool,1
15,1
insecure,1
knowing,1
was,1
different,1
wanting,1
show,1
more,1
laid,1
down,2
at,1
her,1
alter,1
bought,1
first,1
pack,1
Dorals,1
16,1
years,1
later,1
singe,1
eyelashes,1
over,1
Basic,1
menthol,1
lights,1
What,1
menthols,1
anyway,1
Nobody,1
ever,1
wants,1
bum,1
would,1
have,1
been,1
cooler,1
getting,1
Marlboro,1
reds,1
packing,1
them,1
tap,3
