,frequency
urlLink,1
A,1
glimpse,1
into,4
the,15
heart,1
of,10
a,8
dying,1
star,5
Behind,1
scenes,1
at,1
stellar,1
chemical,1
factory,1
An,1
image,1
taken,1
with,2
NASA,1
ESA,1
Hubble,1
Space,1
Telescope,1
shows,1
one,2
most,2
unusually,1
long,2
planetary,5
nebulae,4
found,1
so,2
far,1
Scientists,1
think,1
hold,1
key,1
to,8
understanding,1
how,2
Universe,2
became,1
enriched,1
heavier,4
elements,4
they,2
study,1
them,1
intensively,1
It,1
is,2
not,1
well,1
understood,1
perfectly,1
round,1
can,2
turn,2
such,2
an,1
unusual,1
looking,1
nebula,2
Apply,3
this,5
concept,5
people,5
Planetary,1
occur,1
in,3
huge,2
variety,1
shapes,1
and,4
sizes,1
They,1
are,3
final,1
stage,1
s,1
life,1
before,1
it,2
ends,1
its,2
days,1
as,4
burnt,1
out,1
white,1
dwarf,1
When,1
dies,1
rapidly,1
sheds,1
outer,1
parts,1
atmosphere,1
creating,1
that,1
exists,1
only,1
has,1
fuel,1
burn,1
Stars,1
large,1
recycling,1
factories,1
Over,1
their,2
lifetimes,1
millions,1
years,1
process,2
amounts,1
lighter,1
mostly,1
hydrogen,1
helium,1
apply,2
ones,1
carbon,1
nitrogen,1
oxygen,1
These,1
then,1
dispersed,1
surrounding,1
space,1
when,1
stars,2
peel,1
off,1
atmospheres,1
form,1
In,1
may,1
become,1
part,1
other,1
or,1
end,1
up,1
systems,1
like,1
our,2
own,2
Solar,1
System,1
This,1
dispersion,1
therefore,1
important,1
tell,1
us,1
something,1
about,1
origins,1
