,frequency
urlLink,1
Osho,2
Zen,1
Tarot,1
23,1
The,2
Creator,1
There,1
are,5
two,1
types,1
of,4
creators,1
in,2
the,9
world,1
One,1
type,2
creator,3
works,3
with,4
objects,3
a,6
poet,2
painter,1
they,3
work,2
create,1
things,1
other,1
mystic,1
creates,1
himself,4
He,1
doesn,1
t,1
he,4
subject,1
on,2
his,1
own,1
being,1
And,1
is,2
real,2
because,3
makes,1
into,1
masterpiece,6
You,3
carrying,1
hidden,2
within,1
you,5
but,1
standing,1
way,1
Just,1
move,1
aside,1
then,1
will,1
be,3
revealed,1
Everyone,2
God,2
never,1
gives,1
birth,1
to,6
anything,1
less,1
than,1
that,2
carries,1
for,1
many,1
lives,1
no,1
knowing,1
who,1
and,1
just,1
trying,1
surface,1
become,1
someone,2
Drop,1
idea,1
becoming,1
already,1
cannot,2
improved,2
have,1
only,1
come,1
it,3
know,1
realize,1
has,1
created,1
Ah,1
This,1
Chapter,1
1,1
