,frequency
urlLink,1
Shipping,1
Giant,1
FedEx,3
Buying,1
Retail,1
Copy,1
Chain,1
Kinko,5
s,5
MEMPHIS,1
Tenn,1
has,1
announced,1
it,1
is,2
buying,1
for,1
2,2
4,1
billion,2
The,2
deal,1
would,1
allow,1
to,2
expand,1
its,1
retail,1
presence,1
Privately,1
held,1
operates,1
about,2
1,1
200,1
stores,2
worldwide,1
with,2
in,3
annual,1
revenue,1
provide,1
a,3
variety,1
of,2
services,1
including,1
copying,1
computing,1
scanning,1
faxing,1
and,2
shipping,1
Funds,1
managed,1
by,1
Clayton,1
Dubilier,1
Rice,1
global,1
private,1
equity,1
investment,1
firm,1
control,1
ownership,1
In,1
statement,1
the,1
two,1
parties,1
say,1
management,1
expected,1
remain,1
place,1
company,1
headquarters,1
staying,1
Dallas,1
