,frequency
urlLink,1
UNM,2
Quantum,1
2001,1
Great,2
Place,1
Art,1
Homage,1
to,4
Grandmother,3
Earth,1
Youn,3
Ja,3
Johnson,3
1994,1
Located,1
in,4
the,12
Yale,1
Mall,1
of,10
main,1
campus,1
this,2
piece,4
consists,1
granite,1
pillars,1
engraved,1
with,2
seed,1
and,12
plant,1
forms,1
surrounding,1
a,5
gentle,1
pool,1
water,1
The,1
is,2
part,1
cycle,1
similar,1
works,1
created,1
by,1
artist,2
celebrate,1
bounty,1
goodness,1
earth,1
distinguished,1
United,1
States,1
her,1
native,1
Korea,1
resident,1
Albuquerque,2
graduate,2
earning,1
both,1
undergraduate,1
degrees,1
She,1
generously,1
donated,1
University,1
served,1
an,1
instrumental,1
role,1
installation,1
placement,1
if,1
you,2
ever,1
wander,1
across,1
page,1
I,3
really,1
appreciate,1
gift,1
fountain,2
went,1
less,1
than,1
two,1
month,1
s,2
after,1
my,2
own,1
passed,1
away,1
your,2
beautiful,1
brought,1
me,1
healing,1
peace,1
renewed,1
connection,1
memory,1
It,1
was,1
unexpected,1
so,1
needed,1
thank,1
for,1
sharing,1
talent,1
compassion,1
