,frequency
urlLink,1
BLACKWATER,1
Music,3
FREE,1
John,2
Grey,2
Lyrics,1
Some,2
people,3
think,3
they,5
re,1
free,7
if,3
get,2
to,14
do,5
just,1
what,1
want,3
and,2
nothing,2
else,1
some,4
lead,1
their,1
life,1
others,2
follow,1
but,1
it,4
s,6
ok,1
cuz,1
every,1
man,1
got,5
walk,1
his,1
own,1
way,1
Don,3
t,11
be,2
hesitating,2
there,5
no,6
contemplating,2
is,2
waiting,2
you,7
live,6
Wealth,2
ain,4
necessary,2
scary,2
quite,2
the,3
contrary,2
complicate,1
lives,1
keep,1
simple,1
that,3
a,3
little,1
bit,1
closer,1
truth,1
we,4
all,5
seek,1
We,1
pledge,1
allegiance,1
anything,1
takes,1
our,1
mind,1
away,1
Freedom,1
cheap,1
naw,1
freedom,1
easy,1
let,2
go,2
them,4
things,4
say,2
won,2
mean,2
thing,2
don,2
2001,1
Cracker,1
Meal,1
