,frequency
urlLink,1
Question,1
You,1
ve,1
discussed,1
briefly,1
some,1
of,19
the,21
physiological,2
and,20
emotional,1
differences,2
between,1
sexes,4
Could,1
you,1
list,1
other,2
physical,1
characteristics,1
unique,2
to,13
males,5
females,3
Dr,1
Dobson,1
Responds,1
Men,5
women,6
differ,3
in,14
countless,1
ways,2
many,2
which,2
they,5
aren,1
t,1
even,3
conscious,1
Here,1
are,6
just,1
a,12
few,1
those,4
1,1
A,1
woman,3
has,1
greater,1
constitutional,2
vitality,1
perhaps,1
because,3
her,2
chromosomal,2
pattern,2
Normally,1
she,2
outlives,1
man,1
by,3
three,3
or,1
four,1
years,1
U,1
S,1
Females,1
simply,1
have,6
stronger,2
hold,1
on,1
life,1
than,11
uterus,1
More,1
140,1
male,1
babies,1
conceived,1
for,1
every,3
100,2
time,1
birth,1
occurs,1
ratio,1
is,8
105,1
with,4
rest,1
dying,1
spontaneous,1
abortions,1
159,1
2,1
higher,2
incidence,1
death,1
from,4
almost,1
disease,1
except,1
benign,1
tumors,1
disorders,1
related,2
female,1
reproduction,1
breast,1
cancer,1
160,1
3,1
rate,2
basal,1
metabolism,2
161,1
4,1
The,5
skeletal,1
structure,1
having,1
shorter,2
head,1
broader,1
face,1
less,4
protruding,1
chin,1
legs,1
longer,3
trunk,1
first,1
finger,1
s,4
hand,1
usually,2
third,1
men,8
reverse,1
true,1
Boys,1
teeth,1
last,1
do,1
girls,2
162,1
5,1
Women,7
larger,2
stomach,1
kidneys,1
liver,1
appendix,1
smaller,1
lungs,1
163,1
6,1
very,1
important,2
functions,1
totally,1
absent,1
menstruation,2
pregnancy,2
lactation,1
Each,1
these,1
mechanisms,1
influences,2
behavior,2
feelings,1
significantly,2
Female,2
hormonal,1
patterns,1
more,10
complex,1
varied,1
glands,1
work,1
differently,1
two,1
For,2
example,2
thyroid,1
active,1
it,1
enlarges,1
during,1
makes,1
prone,2
goiter,1
provides,1
resistance,1
cold,1
associated,1
smooth,1
skin,1
relatively,1
hairless,1
body,2
thin,1
layer,1
subcutaneous,1
fat,1
that,2
elements,1
concept,1
personal,1
beauty,1
also,1
responsive,1
emotionally,1
laughing,1
crying,1
readily,1
164,1
7,1
blood,3
contains,1
water,1
20,1
percent,4
fewer,1
red,2
cells,2
Since,1
supply,1
oxygen,1
tires,1
easily,1
faint,1
Her,1
viability,1
therefore,1
strictly,1
long,1
range,2
matter,1
When,1
working,1
day,1
British,1
factories,1
under,1
wartime,1
conditions,1
was,1
increased,2
ten,2
twelve,1
hours,1
accidents,2
among,2
150,1
did,1
not,1
increase,1
165,1
8,1
50,1
brute,1
strength,1
166,1
9,1
hearts,1
beat,1
rapidly,1
80,1
versus,1
72,1
beats,1
per,1
minute,3
Their,1
pressure,2
points,1
lower,1
varies,1
but,1
much,2
tendency,1
high,3
at,3
least,1
until,1
after,1
menopause,1
167,1
10,1
lung,1
capacity,1
about,1
30,1
168,1
11,1
can,2
withstand,1
temperatures,1
better,1
their,7
slows,1
down,1
169,1
12,1
cell,1
bodies,1
carry,2
differing,1
implications,1
genetic,1
components,1
obvious,1
extremely,1
subtle,1
when,1
researchers,1
visited,1
school,1
college,1
campuses,1
study,1
observed,1
transported,1
books,2
different,1
young,1
tended,1
them,1
sides,1
arms,1
looped,1
over,1
top,1
contrast,1
cradled,1
breasts,1
same,1
way,1
would,1
baby,1
170,1
Who,1
estimate,1
how,1
sex,1
lie,1
below,1
level,1
consciousness,1
