,frequency
urlLink,1
April,4
2003,1
Outlook,1
from,2
Moonsurfing,1
com,1
Dear,1
Moonsurfers,1
The,5
Moon,7
is,6
New,6
in,8
Aries,5
on,3
Tuesday,1
1st,1
at,2
11,1
19,1
AM,1
PST,1
Happy,1
Lunar,1
Year,1
Boy,1
oh,2
boy,2
Mars,2
closer,1
to,8
earth,1
than,1
it,2
s,4
been,1
79,1
000,1
years,1
pressure,1
handle,1
this,5
planet,2
energy,6
was,1
never,1
stronger,1
high,1
road,2
for,2
that,9
of,9
the,13
sacred,1
warrior,1
while,2
low,1
reminds,1
us,1
when,2
colored,1
with,7
fear,1
assertion,1
can,2
become,1
aggression,1
This,3
brings,1
you,10
golden,1
opportunities,1
redefine,1
and,13
redirect,1
way,1
use,2
personally,1
assertive,1
Here,1
cosmic,1
context,1
Sun,2
Mercury,2
are,1
partying,1
so,2
blunt,1
speech,1
as,4
speaking,1
without,1
thinking,1
could,1
make,2
Fool,1
Use,2
quick,1
paced,1
mental,1
skills,1
presence,1
think,1
before,1
speak,1
come,2
up,2
positive,2
loving,1
scenarios,1
brilliant,1
win,2
solutions,1
Channel,1
your,6
into,1
avenues,1
support,1
self,1
confidence,1
Get,1
ready,1
a,6
shot,1
growth,1
optimism,1
Jupiter,2
turns,1
direct,1
3rd,1
after,1
retrograde,1
period,1
started,1
Dec,1
4th,1
gave,1
an,1
opportunity,1
look,1
things,1
life,2
don,1
t,1
want,1
expanding,1
Eliminate,1
these,1
help,1
Spirit,2
movesforward,1
spark,1
ignite,1
intentions,1
grow,1
quickly,1
ruling,1
currently,1
travels,1
through,1
Capricorn,2
unites,1
exactly,1
Chiron,1
squaring,1
What,1
means,1
action,1
will,2
be,2
taken,1
there,1
some,1
changes,1
made,1
efficiently,1
old,2
wounds,1
remain,1
open,1
alternative,1
ways,1
dealing,1
healing,1
gift,1
enormous,1
personal,1
creative,1
universe,1
wish,1
step,2
forward,1
boldly,1
courageously,1
hand,2
heart,2
Claim,1
adventure,1
what,1
desire,1
Remember,1
Chinese,1
proverb,1
says,1
journey,1
thousand,1
miles,1
begins,1
single,1
Wishing,1
Gloriously,1
Creative,1
Claudia,1
