,frequency
From,1
KnowledgeNews,1
info,1
knowledgenews,1
net,1
Prepare,1
to,4
be,1
mooned,2
blue,14
This,1
Saturday,1
July,1
31,1
a,16
moon,10
rises,1
Of,1
course,1
you,2
probably,1
won,1
t,4
see,1
even,4
hint,1
of,9
color,1
just,2
your,1
average,1
full,3
So,2
what,2
gives,1
What,2
s,4
so,1
about,1
that,4
isn,2
Heck,1
astronomers,1
say,3
moons,5
aren,1
rare,1
And,1
folklorists,1
they,3
re,1
not,3
everyone,1
thinks,1
are,2
As,1
any,1
budding,1
astronomer,1
can,1
tell,1
is,5
the,16
second,2
in,3
calendar,1
month,2
It,2
really,1
name,1
But,1
why,2
all,1
things,1
do,1
we,3
call,2
white,1
Actually,1
there,2
truly,1
In,2
1883,1
an,1
Indonesian,1
volcano,1
erupted,1
with,1
force,1
100,1
megaton,1
nuclear,1
bomb,1
With,1
roar,1
heard,1
nearly,1
400,1
miles,1
over,3
600,1
kilometers,1
away,1
Mount,3
Krakatoa,2
belched,1
column,1
volcanic,1
gas,1
and,4
ash,2
into,1
atmosphere,1
That,1
night,1
rose,1
Indonesia,1
Particles,1
from,1
more,3
than,1
micron,2
wide,2
made,1
it,2
happen,1
These,1
particles,2
were,3
exactly,1
right,1
size,1
scatter,1
red,3
light,1
while,1
allowing,1
other,2
colors,2
such,2
as,1
pass,1
The,3
result,1
sphere,1
hanging,1
sky,1
Different,1
sized,1
filtered,1
caused,1
different,1
effects,1
fact,1
for,1
several,1
years,1
after,1
eruption,2
reports,1
fro,1
mall,1
globe,1
green,1
yes,1
some,1
sunsets,1
following,1
blazing,1
people,1
actually,1
called,1
on,1
firemen,1
drown,1
optical,1
illusion,1
eruptions,1
St,1
Helens,1
Pinatubo,1
produced,1
same,1
anomaly,1
have,1
forest,1
fires,1
Still,1
none,1
this,1
explains,1
phrase,1
old,1
if,1
modern,1
meaning,1
Before,1
Shakespeare,1
penned,1
word,1
Hamlet,1
English,1
knew,1
little,1
couplets,1
like,1
If,1
blewe,1
must,1
believe,1
true,1
