,frequency
urlLink,1
A,1
GLASS,1
OF,1
MILK,1
One,1
day,2
a,10
poor,1
boy,1
who,1
was,7
selling,1
goods,1
from,3
door,3
to,18
pay,3
his,6
way,1
through,2
school,1
found,1
he,11
had,2
only,2
one,2
thin,1
dime,1
left,2
and,8
hungry,2
He,7
decided,1
would,2
ask,1
for,7
meal,2
at,4
the,19
next,1
house,2
However,1
lost,1
nerve,1
when,1
lovely,1
young,2
woman,2
opened,1
Instead,1
of,9
asked,2
drink,1
water,1
She,3
thought,1
looked,3
so,1
brought,1
him,2
large,1
glass,2
milk,2
drank,1
it,5
slowly,1
then,2
How,1
much,1
do,3
I,2
owe,2
you,6
You,2
don,1
t,1
me,1
anything,1
she,4
replied,1
Mother,1
has,2
taught,1
us,1
never,1
accept,1
kindness,1
said,1
Then,1
thank,1
my,1
heart,2
As,1
Howard,3
Kelly,4
that,4
not,1
felt,1
stronger,1
physically,1
but,1
faith,1
in,6
God,2
man,1
strong,1
also,1
been,1
ready,1
give,1
up,1
quit,1
Many,1
years,1
later,1
same,1
became,1
critically,1
ill,1
The,2
local,1
doctors,1
were,1
baffled,1
They,1
finally,1
sent,2
her,12
big,1
city,1
where,1
they,1
called,2
specialists,1
study,1
rare,1
disease,1
Dr,3
consultation,2
When,1
heard,1
name,1
town,1
came,1
strange,1
light,1
filled,1
eyes,2
Immediately,1
rose,1
went,3
down,1
hall,1
hospital,1
room,3
Dressed,1
doctor,1
s,2
gown,1
see,1
recognized,1
once,1
back,2
determined,1
best,1
save,1
life,2
From,1
gave,1
special,1
attention,2
case,1
After,1
long,1
struggle,1
battle,1
won,1
requested,1
business,1
office,1
pass,1
final,1
bill,3
approval,1
wrote,1
something,3
on,3
edge,1
feared,1
open,1
sure,1
take,1
rest,1
all,1
Finally,1
caught,1
side,1
read,1
these,1
words,1
Paid,1
full,1
with,1
Signed,1
Tears,1
joy,1
flooded,1
as,1
happy,1
prayed,1
Thank,1
Your,1
love,2
spread,1
abroad,1
human,1
hearts,1
hands,1
There,1
saying,1
which,1
goes,1
like,1
this,1
Bread,1
cast,1
waters,1
comes,1
good,1
deed,1
today,1
may,1
benefit,1
or,1
someone,1
least,1
expected,1
time,1
