,frequency
urlLink,1
A,1
Summary,1
of,6
the,15
Twelve,2
Houses,1
The,3
houses,10
horoscope,1
define,1
twelve,1
areas,1
our,1
life,1
beginning,2
each,3
is,4
called,2
cusp,1
Each,1
house,3
has,1
what,1
a,1
natural,3
sign,2
and,6
ruling,1
planets,3
This,2
planet,1
which,1
are,3
associated,1
with,3
that,4
in,6
chart,1
Aries,1
ending,1
Pisces,1
Astrodienst,1
charts,1
show,1
another,1
division,2
places,1
groups,1
on,1
angles,1
angular,4
ang,1
follow,1
immediately,1
behind,1
succedent,2
suc,1
third,1
line,1
cadent,3
cad,1
There,1
four,1
Older,1
books,1
taught,1
were,2
somewhat,1
stronger,1
weaker,1
influence,1
Now,1
little,1
attention,1
paid,1
to,1
this,1
idea,1
