,frequency
urlLink,1
Kundalini,2
Poetry,1
SURVIVAL,1
GUIDE,1
for,2
Dan,1
by,1
El,1
Collie,1
You,9
get,5
through,7
the,6
ravages,1
of,5
awakening,1
same,1
way,1
people,1
from,2
time,1
immemorial,1
survived,1
all,1
appointments,1
with,1
destiny,1
birth,1
irreparable,1
loss,1
old,1
age,1
death,1
learn,4
to,6
tough,1
it,2
out,1
accept,1
surrender,1
lean,1
into,1
arms,1
grace,1
both,1
unseen,1
realms,1
above,1
and,7
extended,1
a,2
human,1
hand,1
tattered,1
torn,1
around,1
edges,1
wondering,1
how,1
you,5
ve,1
managed,1
make,1
this,4
far,1
hanging,1
on,1
dear,1
life,1
shaken,1
shuddering,1
sheared,1
everything,1
but,1
your,1
quivering,1
mind,1
quaking,1
heart,2
distant,1
echo,1
memory,1
that,2
was,1
why,1
came,2
here,2
Though,1
think,1
there,1
has,1
been,1
some,1
colossal,1
mistake,1
inscrutably,1
incredibly,1
something,1
in,1
knows,1
is,1
precisely,1
what,1
so,1
valiantly,1
endure,1
merciless,1
nakedness,1
soul,1
