,frequency
GROWING,1
WINGS,1
Like,1
an,1
outpouring,1
from,1
the,4
void,1
not,3
even,1
knowing,1
what,2
will,1
be,1
said,1
next,1
it,1
all,1
comes,1
together,1
in,2
a,4
chorus,1
of,3
to,1
dos,1
The,1
eternal,1
question,2
being,2
strong,1
enough,2
for,2
someone,1
else,1
too,1
you,1
ask,1
without,1
mark,1
There,1
is,1
always,1
fear,1
never,1
these,1
mistakes,1
offered,1
up,2
like,2
proof,1
I,3
have,3
turned,1
air,1
conditioner,1
on,1
since,1
been,2
home,1
someplace,1
before,1
which,1
surrounds,1
me,1
fog,1
that,1
does,1
come,1
through,1
trees,1
at,1
seven,1
o,1
clock,1
morning,1
