,frequency
urlLink,1
Are,2
We,2
Not,1
Geeks,3
Tolkien,2
and,50
his,1
keen,1
readers,1
are,10
often,3
criticised,1
for,7
being,2
stuck,1
in,19
eternal,1
adolescence,2
labelled,1
as,6
geeks,9
I,14
d,6
like,5
to,36
take,3
a,23
closer,1
look,2
at,5
these,3
labels,1
Consider,1
how,2
many,3
useful,1
pragmatic,2
people,3
read,1
therapy,1
self,2
help,1
books,5
because,7
they,19
re,6
want,1
fulfil,1
their,14
potential,1
balanced,1
aware,2
individuals,1
Many,1
of,37
talk,1
about,12
the,50
notion,1
nurturing,2
one,6
s,10
inner,9
child,4
The,5
is,17
that,24
part,1
us,3
feels,1
enthusiasm,1
joy,1
most,2
strongly,1
which,5
responds,1
truthfully,2
world,12
Well,1
good,4
evidently,1
regarded,1
precious,1
But,2
what,5
can,2
we,14
say,4
adolescent,3
Why,1
aren,1
t,2
think,3
you,2
hardly,1
phrase,1
teenager,5
days,1
without,1
immediately,1
thinking,2
somebody,3
rebellious,1
confused,1
or,13
remembering,1
own,3
years,3
irritable,1
awkwardness,1
haven,1
got,1
lot,1
teenagers,6
yet,2
should,4
author,1
Philip,1
Pullman,1
wrote,1
something,2
very,2
interesting,1
response,1
question,2
why,2
he,3
preferred,1
write,1
At,1
age,3
said,1
children,1
becoming,1
new,1
way,1
have,3
time,3
ask,2
big,1
questions,1
What,2
meaning,1
life,5
here,1
our,3
purpose,1
Later,1
on,8
get,4
busy,1
cynical,1
danger,1
forgetting,1
ever,2
cared,1
agree,1
with,7
go,1
further,1
those,3
great,4
stress,1
partly,1
it,12
an,4
idealism,2
just,2
beginning,1
learn,2
tired,1
habits,1
its,6
petty,1
hypocrisies,1
callous,1
persecutions,1
deadly,1
evasions,1
responsibility,1
casual,1
negligence,1
towards,1
justice,2
ignoble,1
worms,1
greed,1
gnaw,1
away,1
heart,1
every,2
enterprise,1
Teenagers,1
rage,2
against,4
wrongness,1
see,2
more,7
freshly,1
wounds,1
them,7
keenly,1
As,1
becomes,1
older,1
wiser,1
tireder,1
seems,1
less,2
hassle,1
easy,1
course,1
act,1
circumspectly,1
be,11
politic,1
than,4
honest,1
growing,1
into,1
state,1
best,1
still,2
believe,1
will,2
change,2
by,5
virtue,1
naming,1
confronting,1
evils,1
throw,1
ultimate,2
Romantic,1
poems,1
ve,2
come,1
across,2
It,5
Argentinean,1
poet,1
me,2
sums,1
up,4
rejects,1
deceitful,1
grand,3
gesture,2
For,2
Afterwards,1
would,3
die,4
when,5
day,1
ending,1
open,1
sea,2
looking,1
sky,2
where,1
agony,1
death,1
may,3
seem,3
but,5
sleep,1
soul,1
bird,1
mounts,1
flight,1
And,3
final,1
instants,1
hear,2
already,1
alone,1
no,3
other,3
sobbing,2
prayers,1
voices,1
waves,1
majestic,1
fall,1
To,2
sadly,1
hauling,1
