,frequency
TOO,1
LATE,1
Not,1
writing,1
has,1
become,1
a,1
metaphor,1
for,3
my,2
life,1
instead,1
of,3
finished,1
work,1
behind,2
me,1
ahead,1
lies,1
scraps,1
started,1
interrupted,1
thoughts,1
leading,1
to,7
what,1
is,1
unknown,1
at,2
present,1
and,8
I,4
am,2
myself,2
watching,1
like,1
talons,1
underfoot,1
tickle,1
gashes,1
moving,1
still,1
under,1
currents,1
thoughtless,1
running,1
from,1
something,1
giving,1
up,1
the,6
dream,1
again,2
all,3
too,5
soon,1
late,2
never,2
finish,1
painting,1
or,1
poem,1
What,1
half,1
trying,1
so,1
hard,1
whole,1
with,1
complete,1
self,1
male,1
female,1
animal,1
planets,1
spin,1
align,1
astrologers,1
interpret,1
apathetic,1
masses,1
shined,1
bright,1
be,1
believable,1
when,1
daybreak,1
crashed,1
against,1
bedroom,1
wall,1
was,1
hungry,1
comfort,1
warmth,1
eyes,1
arms,1
legs,1
wrap,1
around,1
tell,1
truth,1
even,1
finding,2
out,2
just,1
as,2
good,1
