,frequency
urlLink,1
newsobserver,1
com,1
A,2
Buddhist,1
view,1
of,2
peace,1
Q,1
How,1
do,1
you,2
reconcile,1
material,2
success,2
with,1
Buddhism,2
That,1
s,2
pretty,1
easy,1
because,2
the,1
founder,1
was,3
a,5
great,1
first,1
He,2
prince,1
about,1
to,4
be,1
crowned,1
king,1
in,2
his,1
country,1
And,2
then,1
he,2
declined,1
that,5
responsibility,1
and,2
role,1
status,1
realized,1
having,1
had,1
those,1
statuses,1
themselves,1
they,1
don,1
t,1
make,1
any,1
happier,1
there,1
deeper,1
way,2
more,1
demanding,1
try,1
find,1
road,1
happiness,1
